"","1-b","1-m","10-b","10-m","5-b","5-m","s-b","s-m"
"Cre06.g278297.t1.1.v5.5",0,0,0,0.203235506225463,0,0,0,0
"Cre06.g278298.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g278299.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g278300.t1.2.v5.5",19.8092155452433,2.94479691191026,77.6637397367697,109.74717336175,97.5612406174813,72.6843503424851,9.854081268308,1179.37276051615
"Cre06.g278301.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g278302.t1.1.v5.5",0,37.3007608841966,0,0,0,0,0,0
"Cre06.g278302.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g278350.t1.1.v5.5",0,68.7119279445727,32.4905186421715,98.3659850131239,44.8704786019954,116.202369018877,0,0
"Cre06.g278400.t1.2.v5.5",0,0,29.1417151856319,23.1688477097027,16.5379763990211,26.8515434386251,0,0
"Cre06.g278451.t1.1.v5.5",0,0.981598970636752,14.8914877109953,29.875619415143,7.69208204605635,6.94436468240304,0,0
"Cre06.g278500.t1.1.v5.5",0,0,11.6139353918289,18.6976665727426,2.43582598125118,10.1850682008578,0,0
"Cre06.g278550.t1.2.v5.5",0,0,10.6876706059775,4.06471012450925,5.38445743223944,0,0,0
"Cre06.g278585.t1.2.v5.5",0,0,18.0977888927885,0.609706518676388,7.56388067862207,0,0,0
"Cre06.g278600.t1.2.v5.5",0,0,10.0464103696188,9.34883328637128,4.87165196250235,27.3145010841186,0,0
"Cre06.g278650.t1.1.v5.5",4.95230388631083,0,11.2576797049629,0,15.7687681944155,6.01844939141596,0,0
"Cre06.g278700.t1.1.v5.5",4.95230388631083,0,9.04889444639426,14.2264854357824,13.4611435805986,0,0,0
"Cre06.g278750.t1.2.v5.5",0,217.914971481359,32.3480163674252,48.5732859878855,36.5373897187676,31.944077539054,0,0
"Cre06.g278800.t1.2.v5.5",0,53.0063444143846,43.3206915228954,70.31948515401,42.3064512533099,52.3142139407695,0,0
"Cre06.g278850.t1.1.v5.5",0,132.515861035962,3.27755231916643,3.86147461828379,12.3073312736902,0,0,0
"Cre06.g278900.t1.1.v5.5",0,1.9631979412735,34.628052763367,20.5267861287717,34.2297651049507,6.4814070369095,0,0
"Cre06.g278950.t1.1.v5.5",9.90460777262166,72.6383238271197,39.5443812421167,14.2264854357824,53.2035674852231,37.4995692849764,0,0
"Cre06.g279000.t1.2.v5.5",0,162.945429125701,97.9703138881269,146.532799988558,103.073899417155,107.4061737545,9.854081268308,10.5301139331799
"Cre06.g279050.t1.2.v5.5",0,0,2.06628298382231,0.203235506225463,0.128201367434272,0,0,0
"Cre06.g279100.t1.2.v5.5",0,0,14.7489854362489,18.900902078968,34.1015637375165,13.8887293648061,9.854081268308,0
"Cre06.g279150.t1.2.v5.5",4.95230388631083,3.92639588254701,46.5982438420618,100.804811087829,76.7926190931292,29.1663316660928,0,10.5301139331799
"Cre06.g279183.t1.1.v5.5",4.95230388631083,3.92639588254701,34.2717970765011,28.4529708715648,6.41006837171362,13.8887293648061,0,0
"Cre06.g279216.t1.1.v5.5",0,0,3.42005459391279,6.5035361992148,5.51265879967371,0,0,0
"Cre06.g279250.t1.2.v5.5",0,0,9.83265695749928,36.1759201081323,41.5372430487043,19.907178756222,0,0
"Cre06.g279300.t1.2.v5.5",0,0,7.33886714943787,0.203235506225463,6.53826973914789,0,0,0
"Cre06.g279350.t1.1.v5.5",9.90460777262166,0.981598970636752,3.42005459391279,13.2103079046551,5.76906153454226,0.462957645493536,0,0
"Cre06.g279400.t1.2.v5.5",19.8092155452433,85.3991104453975,175.064044525911,219.087875711049,163.584944846132,129.165183092696,0,0
"Cre06.g279450.t1.1.v5.5",0,0,3.49130573128598,19.9170796100953,2.05122187894836,0,0,0
"Cre06.g279474.t1.1.v5.5",0,178.651012655889,20.3065741513572,44.9150468758272,23.3326488730376,0,0,2021.78187517053
"Cre06.g279500.t1.1.v5.5",0,0,37.9056050825335,37.5985686517106,21.153225626655,12.962814073819,0,0
"Cre06.g279550.t1.1.v5.5",0,6.87119279445727,10.1889126443652,0,3.20503418585681,10.1850682008578,0,0
"Cre06.g279600.t1.1.v5.5",0,0,32.7042720542911,13.0070723984296,4.10244375789672,9.25915290987071,9.854081268308,0
"Cre06.g279650.t1.1.v5.5",69.3322544083516,0,11.7564376665752,22.1526701785754,9.7433039250047,0.462957645493536,0,10.5301139331799
"Cre06.g279700.t1.1.v5.5",0,0,2.1375341211955,5.08088765563656,8.46129025066198,8.79619526437718,0,0
"Cre06.g279750.t1.2.v5.5",0,0,33.2030300159034,95.3174524197419,48.0755127878522,7.87027997339011,0,0
"Cre06.g279800.t1.2.v5.5",0,0,26.6479253775705,38.0050396641615,8.58949161809625,31.944077539054,0,0
"Cre06.g279850.t1.2.v5.5",0,0,16.1740081837126,9.14559778014581,13.7175463154671,0,0,0
"Cre06.g279900.t1.1.v5.5",0,0,16.5302638705785,26.8270868217611,41.6654444161385,25.4626705021445,0,0
"Cre06.g279950.t1.1.v5.5",0,177.669413685252,14.3214786120098,6.09706518676388,21.2814269940892,0.925915290987071,0,0
"Cre06.g279976.t1.1.v5.5",4.95230388631083,0,3.20630118179324,0,0,0,0,0
"Cre06.g280000.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g280000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g280000.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g280050.t1.2.v5.5",4.95230388631083,2.94479691191026,137.799699679736,192.260788889288,116.150438895451,196.294041689259,275.914275512624,21.0602278663597
"Cre06.g280100.t1.2.v5.5",0,0,22.8003639594186,61.1738873738642,48.0755127878522,31.4811198935604,9.854081268308,10.5301139331799
"Cre06.g280150.t1.2.v5.5",0,0,5.77134212722784,0,3.84604102302817,0,0,0
"Cre06.g280200.t1.1.v5.5",0,0,2.1375341211955,6.70677170544026,4.74345059506808,0.462957645493536,0,0
"Cre06.g280227.t1.2.v5.5",0,0,19.3803093655058,25.8109092906337,7.69208204605635,5.55549174592243,0,0
"Cre06.g280250.t1.2.v5.5",0,0,2.99254776967369,0,4.10244375789672,0,0,10.5301139331799
"Cre06.g280300.t1.1.v5.5",4.95230388631083,11.779187647641,44.3182074461199,40.0373947264161,27.1786898960658,88.4249102892653,29.562243804924,1495.27617851154
"Cre06.g280350.t1.2.v5.5",14.8569116589325,208.098981774992,65.5510463833285,44.7118113696018,161.533722967183,174.535032351063,2345.2713418573,4791.20183959684
"Cre06.g280385.t1.1.v5.5",0,0,7.55262056155742,14.0232499295569,5.64086016710799,42.1291457399117,0,0
"Cre06.g280420.t1.2.v5.5",0,0.981598970636752,41.4681619511926,46.3376954194055,18.0763928082324,12.4998564283255,0,21.0602278663597
"Cre06.g280450.t1.1.v5.5",0,0,8.4788853474088,6.5035361992148,17.8199900733639,0.462957645493536,9.854081268308,21.0602278663597
"Cre06.g280475.t1.2.v5.5",0,1.9631979412735,51.2295677713187,28.8594418840157,20.1276146871808,0,0,105.301139331799
"Cre06.g280500.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g280500.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g280550.t1.1.v5.5",4.95230388631083,0,27.6454413007951,29.2659128964666,40.5116321092301,9.25915290987071,0,10.5301139331799
"Cre06.g280600.t1.2.v5.5",0,0,2.28003639594186,0.203235506225463,0,0,0,0
"Cre06.g280650.t1.2.v5.5",4.95230388631083,131.534262065325,41.2544085390731,79.2618474279304,33.4605569003451,63.4251974326144,0,0
"Cre06.g280700.t1.2.v5.5",0,0,17.100272969564,25.6076737844083,16.7943791338897,29.1663316660928,0,0
"Cre06.g280750.t1.1.v5.5",9.90460777262166,0,4.91632847874964,52.8412316186203,9.48690119013616,11.1109834918449,0,0
"Cre06.g280800.t1.2.v5.5",9.90460777262166,208.098981774992,36.551833472443,18.0879600540662,33.4605569003451,8.33323761888364,9.854081268308,0
"Cre06.g280850.t1.1.v5.5",519.991908062637,373.989207812603,178.911605944063,305.869436869321,224.095990275108,208.330940472091,0,21.0602278663597
"Cre06.g280900.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g280900.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g280900.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g280950.t1.2.v5.5",0,164.908627066974,26.9329299270632,29.2659128964666,16.6661777664554,12.0368987828319,49.27040634154,0
"Cre06.g281000.t1.1.v5.5",0,0,7.41011828681105,44.1021048509254,8.97409572039907,0.462957645493536,0,0
"Cre06.g281050.t1.2.v5.5",0,128.589465153415,25.8641628664655,51.2153475688166,35.5117787792935,41.6661880944182,0,10.5301139331799
"Cre06.g281100.t1.1.v5.5",19.8092155452433,359.265223253051,146.136082752399,120.92512620415,55.6393934664742,67.1288585965627,0,0
"Cre06.g281150.t1.2.v5.5",14.8569116589325,322.946061339492,18.8103002665204,33.5338585272013,21.2814269940892,24.0737975656639,0,0
"Cre06.g281200.t1.1.v5.5",39.6184310904866,318.038066486308,95.690277492185,53.6541736435221,116.791445732622,24.9997128566509,9.854081268308,21.0602278663597
"Cre06.g281250.t1.2.v5.5",4.95230388631083,0,16.5302638705785,32.9241520085249,4.87165196250235,11.1109834918449,9.854081268308,0
"Cre06.g281286.t1.2.v5.5",0,0,0,0,2.3076246138169,0,0,0
"Cre06.g281300.t1.2.v5.5",0,171.779819861432,8.69263875952835,18.2911955602916,15.512365459547,36.5736539939893,0,0
"Cre06.g281350.t1.2.v5.5",14.8569116589325,282.700503543385,116.068102780915,151.41045213797,254.223311622162,393.513998669505,9.854081268308,0
"Cre06.g281400.t1.1.v5.5",0,0.981598970636752,15.1052411231148,10.5682463237241,27.5632939983686,8.79619526437718,2286.14685424746,0
"Cre06.g281450.t1.1.v5.5",4.95230388631083,0,2.20878525856868,0,0.384604102302817,0,0,0
"Cre06.g281500.t1.1.v5.5",257.519802088163,0,10.3314149191116,0,3.58963828815963,0.462957645493536,98.54081268308,0
"Cre06.g281526.t1.2.v5.5",4.95230388631083,295.461290161662,3.20630118179324,6.70677170544026,15.7687681944155,23.6108399201703,0,0
"Cre06.g281563.t1.1.v5.5",4.95230388631083,0,3.84756141815189,10.7714818299495,4.74345059506808,0,0,0
"Cre06.g281600.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre06.g281600.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g281650.t1.2.v5.5",0,0.981598970636752,13.608967238278,23.9817897346046,11.4099217016502,18.0553481742479,0,0
"Cre06.g281700.t1.1.v5.5",0,211.043778686902,5.77134212722784,0,9.99970665987325,10.6480258463513,0,0
"Cre06.g281750.t1.2.v5.5",4.95230388631083,0,22.15910372306,30.2820904275939,21.4096283615235,0,0,0
"Cre06.g281766.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g281766.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g281800.t1.2.v5.5",103.998381612527,0,27.9304458502878,31.9079744773976,11.0253175993474,23.6108399201703,0,0
"Cre06.g281850.t1.2.v5.5",0,0,5.55758871510829,15.0394274606842,10.5125121296103,6.01844939141596,0,0
"Cre06.g281900.t1.2.v5.5",74.2845582946625,1.9631979412735,67.8310827792704,60.7674163614133,83.9718956694484,96.758147908149,9.854081268308,115.831253264979
"Cre06.g281950.t1.1.v5.5",9.90460777262166,209.080580745628,15.3902456726076,0,20.8968228917864,9.72211055536425,0,0
"Cre06.g282000.t1.1.v5.5",0,0,3.27755231916643,0,0,0,0,0
"Cre06.g282000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g282050.t1.2.v5.5",0,1.9631979412735,0,3.65823911205833,1.02561093947418,0,0,0
"Cre06.g282100.t1.2.v5.5",0,0,2.1375341211955,0,0.256402734868545,0,0,0
"Cre06.g282150.t1.1.v5.5",133.712204930392,0,25.8641628664655,16.258840498037,14.10215041777,20.8330940472091,0,0
"Cre06.g282200.t1.2.v5.5",0,172.761418832068,48.1657688642718,92.8786263450364,86.7923257530024,313.885283644617,0,0
"Cre06.g282250.t1.1.v5.5",0,0,0,6.09706518676388,3.84604102302817,0,0,0
"Cre06.g282251.t1.2.v5.5",0,10.7975886770043,1.14001819797093,0.203235506225463,3.84604102302817,0,118.248975219696,0
"Cre06.g282300.t1.2.v5.5",0,0,12.2551956281875,33.5338585272013,17.0507818687582,14.3516870102996,9.854081268308,0
"Cre06.g282350.t1.1.v5.5",0,1.9631979412735,14.3214786120098,3.45500360583286,5.25625606480517,0,0,0
"Cre06.g282400.t1.2.v5.5",0,0,3.27755231916643,0.609706518676388,7.05107520888498,0,0,0
"Cre06.g282450.t1.2.v5.5",0,0,0.0712511373731832,0.203235506225463,0,0,0,0
"Cre06.g282500.t1.2.v5.5",10682.1194827725,15164.7224973672,2455.24294274252,6451.71114512731,8232.4508097918,10493.3979927565,15618.7188102682,110008.10025993
"Cre06.g282550.t1.2.v5.5",0,0,2.49378980806141,2.43882607470555,18.0763928082324,23.1478822746768,0,0
"Cre06.g282600.t1.1.v5.5",4.95230388631083,24.5399742659188,0.21375341211955,0,1.410215041777,0,0,0
"Cre06.g282651.t1.1.v5.5",0,0,2.63629208280778,0,2.17942324638263,5.55549174592243,0,0
"Cre06.g282700.t1.2.v5.5",0,0,13.7514695130244,3.04853259338194,4.74345059506808,0,0,1905.95062190556
"Cre06.g282750.t1.1.v5.5",0,0,22.942866234165,22.3559056848009,20.8968228917864,23.6108399201703,0,0
"Cre06.g282800.t1.2.v5.5",708.179455742449,1842.46126788518,783.548757692895,1226.52628007067,703.05629900955,683.788442393952,2897.09989288255,52.6505696658993
"Cre06.g282826.t1.1.v5.5",0,0,2.77879435755414,0,4.35884649276526,0,0,0
"Cre06.g282850.t1.1.v5.5",881.510091763328,124.663069270868,49.5195404743623,40.6471012450925,56.6650044059484,11.1109834918449,0,157.951708997698
"Cre06.g282900.t1.2.v5.5",0,0,68.828598702495,77.0262568594503,55.8957962013428,133.794759547632,0,0
"Cre06.g282950.t1.2.v5.5",0,0,16.8865195574444,54.8735866808749,28.8453076727113,26.8515434386251,0,0
"Cre06.g283000.t1.1.v5.5",876.557787877017,0.981598970636752,27.0754322018096,46.7441664318564,29.2299117750141,0.462957645493536,0,1642.69777357606
"Cre06.g283034.t1.1.v5.5",0,0,7.33886714943787,35.5662135894559,7.82028341349062,0,0,0
"Cre06.g283050.t1.2.v5.5",1495.59577366587,1274.1154638865,327.683980779269,669.254522000448,2244.16493693694,4232.3587951019,39.416325073232,31.5903417995396
"Cre06.g283100.t1.2.v5.5",0,0.981598970636752,10.6876706059775,51.418583075042,10.1279080273075,0,0,0
"Cre06.g283150.t1.2.v5.5",0,90.3071052985812,9.19139672114063,15.2426629669097,16.5379763990211,11.1109834918449,0,0
"Cre06.g283200.t1.2.v5.5",0,0,17.100272969564,9.34883328637128,7.4356793111878,0,0,0
"Cre06.g283250.t1.2.v5.5",0,0,5.27258416561556,6.70677170544026,4.23064512533099,0,0,0
"Cre06.g283300.t1.2.v5.5",0,0,16.3877615958321,12.6006013859787,15.1277613572441,7.87027997339011,0,0
"Cre06.g283350.t1.1.v5.5",0,0,6.7688580504524,4.47118113696018,3.97424239046245,0,0,0
"Cre06.g283400.t1.2.v5.5",39.6184310904866,1.9631979412735,62.2734940641621,36.3791556143578,12.5637340085587,48.1475951313277,0,0
"Cre06.g283450.t1.2.v5.5",757.702494605557,1.9631979412735,3.34880345653961,0,0,0,0,1463.685836712
"Cre06.g283500.t1.1.v5.5",9.90460777262166,211.043778686902,62.5584986136548,30.0788549213685,45.1268813368639,16.6664752377673,29.562243804924,1558.45686211062
"Cre06.g283550.t1.1.v5.5",0,0,17.0290218321908,7.92618474279304,12.1791299062559,9.25915290987071,0,0
"Cre06.g283600.t1.2.v5.5",0,0,1.21126933534411,5.28412316186203,1.79481914407981,0,0,0
"Cre06.g283634.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g283634.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g283700.t1.2.v5.5",9.90460777262166,0,40.0431392037289,28.8594418840157,15.3841640921127,0.462957645493536,0,0
"Cre06.g283750.t1.2.v5.5",0,0,7.6238716989306,13.616778917106,6.79467247401644,4.62957645493536,0,0
"Cre06.g283800.t1.2.v5.5",24.7615194315542,0,18.8815514038935,0,8.8458943529648,28.7033740205992,29.562243804924,0
"Cre06.g283826.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g283850.t1.2.v5.5",0,0.981598970636752,12.4689490403071,24.591496253281,17.0507818687582,20.3701364017156,0,0
"Cre06.g283900.t1.2.v5.5",0,0,25.6504094543459,11.7876593610768,20.255816054615,138.424336002567,0,0
"Cre06.g283950.t1.2.v5.5",9.90460777262166,0,52.8683439309019,77.4327278719012,249.095256924791,479.624120731303,19.708162536616,0
"Cre06.g283975.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g284000.t1.2.v5.5",0,2.94479691191026,139.580978114066,132.103079046551,106.919940440183,112.961665500423,0,0
"Cre06.g284050.t1.2.v5.5",0,0.981598970636752,30.1392311088565,23.9817897346046,28.8453076727113,13.8887293648061,0,1969.13130550464
"Cre06.g284100.t1.2.v5.5",0,11.779187647641,19.2378070907595,14.0232499295569,35.6399801467277,40.7402728034311,0,0
"Cre06.g284150.t1.1.v5.5",0,5.88959382382051,16.3165104584589,14.8361919544588,11.1535189667817,27.3145010841186,0,0
"Cre06.g284200.t1.2.v5.5",14.8569116589325,6.87119279445727,125.829508601042,343.468005521032,343.836067458719,475.457501921861,0,21.0602278663597
"Cre06.g284250.t1.2.v5.5",732.940975174003,361.228421194325,8.0513785231697,12.6006013859787,93.9716023293217,128.702225447203,0,10.5301139331799
"Cre06.g284300.t1.1.v5.5",14.8569116589325,1.9631979412735,70.6098771368245,99.9918690629276,105.125121296103,45.3698492583665,0,10.5301139331799
"Cre06.g284350.t1.1.v5.5",4.95230388631083,0,9.04889444639426,7.31647822411665,6.28186700427935,0,0,21.0602278663597
"Cre06.g284376.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g284400.t1.2.v5.5",0,0.981598970636752,27.3604367513023,33.9403295396522,32.3067445934367,54.6290021682372,0,10.5301139331799
"Cre06.g284450.t1.2.v5.5",0,207.117382804355,12.041442216068,16.0556049918115,0.769208204605635,0,9.854081268308,0
"Cre06.g284500.t1.2.v5.5",0,0,0,0,1.53841640921127,24.9997128566509,0,0
"Cre06.g284550.t1.2.v5.5",14.8569116589325,0,7.76637397367697,15.2426629669097,6.66647110658217,10.6480258463513,9.854081268308,10.5301139331799
"Cre06.g284600.t1.2.v5.5",0,1.9631979412735,0,5.48735866808749,137.816469991843,341.199784728736,9.854081268308,10.5301139331799
"Cre06.g284650.t1.2.v5.5",0,0,10.117661506992,6.5035361992148,10.8971162319132,18.0553481742479,0,0
"Cre06.g284700.t1.2.v5.5",0,179.632611626526,6.69760691307922,14.6329564482333,5.51265879967371,0,0,0
"Cre06.g284726.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g284750.t1.2.v5.5",0,0.981598970636752,71.0373839610636,125.599542847336,39.8706252720587,55.5549174592243,9.854081268308,0
"Cre06.g284800.t1.2.v5.5",4.95230388631083,0,3.49130573128598,0.203235506225463,0,0,9.854081268308,0
"Cre06.g284850.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g284850.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g284900.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre06.g284900.t2.1.v5.5",0,0,9.19139672114063,6.70677170544026,2.94863145098827,22.6849246291833,0,0
"Cre06.g284950.t1.1.v5.5",0,0,52.512088244036,32.9241520085249,61.9212604707536,6.4814070369095,9.854081268308,0
"Cre06.g285001.t1.1.v5.5",0,0,20.8053321129695,12.1941303735278,4.61524922763381,0,0,0
"Cre06.g285050.t1.1.v5.5",0,1.9631979412735,0,0,3.97424239046245,0,0,0
"Cre06.g285100.t1.1.v5.5",0,0,0.997515923224565,0,6.79467247401644,5.09253410042889,0,0
"Cre06.g285150.t1.2.v5.5",4.95230388631083,0,6.69760691307922,28.0464998591138,9.23049845526761,0,9.854081268308,0
"Cre06.g285200.t1.1.v5.5",544.753427494191,0,15.3189945352344,20.7300216349972,6.41006837171362,0,0,0
"Cre06.g285250.t1.2.v5.5",2758.43326467513,273.866112807654,609.482229090209,1201.93478381739,1326.88415294472,2056.92081892778,39.416325073232,1705.87845717514
"Cre06.g285300.t1.1.v5.5",4.95230388631083,0,59.6372019813543,30.4853259338194,31.9221404911338,11.1109834918449,9.854081268308,1990.191533371
"Cre06.g285350.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g285350.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g285401.t1.1.v5.5",0,0.981598970636752,105.024176488072,148.768390557039,46.5370963786409,62.4992821416273,39.416325073232,0
"Cre06.g285451.t1.1.v5.5",0,0,21.0903366624622,4.06471012450925,9.61510255757043,15.7405599467802,39.416325073232,0
"Cre06.g285500.t1.1.v5.5",0,0,13.2527115514121,4.26794563073471,5.38445743223944,7.40732232789657,0,0
"Cre06.g285550.t1.1.v5.5",99.0460777262166,0,0.142502274746366,0,3.7178396555939,0.462957645493536,9.854081268308,0
"Cre06.g285600.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre06.g285600.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g285650.t1.2.v5.5",0,0,22.942866234165,8.53589126146943,13.4611435805986,28.2404163751057,0,0
"Cre06.g285700.t1.2.v5.5",9.90460777262166,14.7239845595513,12.2551956281875,9.34883328637128,23.2044475056033,0,68.978568878156,0
"Cre06.g285750.t1.1.v5.5",0,0,18.8103002665204,5.08088765563656,7.94848478092489,22.2219669836897,0,0
"Cre06.g285800.t1.2.v5.5",0,0,13.1814604140389,4.26794563073471,6.28186700427935,21.2960516927026,2493.08256088192,0
"Cre06.g285850.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre06.g285850.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g285900.t1.1.v5.5",9.90460777262166,1.9631979412735,7.69512283630378,17.0717825229389,19.9994133197465,46.7587221948471,9.854081268308,0
"Cre06.g285926.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g285950.t1.2.v5.5",0,0,49.8757961612282,16.4620760042625,2.43582598125118,0,9.854081268308,10.5301139331799
"Cre06.g286000.t1.2.v5.5",0,0,2.85004549492733,0,3.7178396555939,2.77774587296121,0,0
"Cre06.g286050.t1.2.v5.5",4.95230388631083,0,10.901424018097,0,7.05107520888498,6.01844939141596,0,0
"Cre06.g286100.t1.1.v5.5",0,0,3.34880345653961,0,0.897409572039907,0,0,0
"Cre06.g286150.t1.2.v5.5",0,0,2.06628298382231,0.406471012450925,1.53841640921127,0,0,0
"Cre06.g286150.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g286200.t1.2.v5.5",0,0,1.63877615958321,0,2.69222871611972,0,0,0
"Cre06.g286250.t1.2.v5.5",4.95230388631083,0,9.90390809487246,22.3559056848009,20.6404201569179,7.87027997339011,0,0
"Cre06.g286300.t1.2.v5.5",0,0.981598970636752,14.9627388483685,0,1.410215041777,0.462957645493536,0,0
"Cre06.g286350.t1.2.v5.5",0,0,6.55510463833285,12.1941303735278,5.38445743223944,18.5183058197414,0,0
"Cre06.g286400.t1.2.v5.5",0,0,1.63877615958321,20.5267861287717,0.128201367434272,6.94436468240304,0,0
"Cre06.g286450.t1.2.v5.5",0,0,15.960254771593,23.7785542283791,10.3843107621761,12.962814073819,0,0
"Cre06.g286500.t1.2.v5.5",0,0.981598970636752,18.0265377554153,15.6491339793606,18.0763928082324,0,39.416325073232,21.0602278663597
"Cre06.g286550.t1.2.v5.5",4.95230388631083,0,9.69015468275291,51.418583075042,48.0755127878522,102.313639654071,128.103056488004,0
"Cre06.g286600.t1.1.v5.5",0,20.6135783833718,21.6603457614477,26.0141447968592,41.6654444161385,55.5549174592243,49.27040634154,10.5301139331799
"Cre06.g286650.t1.1.v5.5",0,0.981598970636752,3.42005459391279,5.48735866808749,0.51280546973709,0.462957645493536,9.854081268308,0
"Cre06.g286700.t1.2.v5.5",4.95230388631083,0,8.9063921716479,0,8.71769298553053,0,9.854081268308,0
"Cre06.g286750.t1.2.v5.5",0,89.3255063279445,20.4490764261036,21.1364926474481,21.7942324638263,0,78.832650146464,0
"Cre06.g286800.t1.2.v5.5",9.90460777262166,293.498092220389,46.3132392925691,59.9544743365114,65.1262946566104,28.7033740205992,0,10.5301139331799
"Cre06.g286850.t1.1.v5.5",4.95230388631083,4.90799485318376,90.2751910518231,223.355821341783,110.381377360909,102.776597299565,0,31.5903417995396
"Cre06.g286900.t1.1.v5.5",0,0,7.12511373731832,19.5106085976444,24.1018570776432,11.1109834918449,0,0
"Cre06.g286950.t1.2.v5.5",0,0,0,11.1779528424004,6.28186700427935,0,0,0
"Cre06.g287000.t1.2.v5.5",0,0,4.20381710501781,7.31647822411665,2.69222871611972,0,0,0
"Cre06.g287050.t1.2.v5.5",0,3.92639588254701,1.21126933534411,0.81294202490185,2.3076246138169,0,0,10.5301139331799
"Cre06.g287100.t1.1.v5.5",0,0,0,1.82911955602916,1.53841640921127,3.24070351845475,0,0
"Cre06.g287150.t1.1.v5.5",0,0,18.667797991774,24.9979672657319,3.07683281842254,0,49.27040634154,0
"Cre06.g287176.t1.2.v5.5",14.8569116589325,0.981598970636752,100.179099146696,81.4974379964105,80.6386601161574,32.4070351845475,9.854081268308,21.0602278663597
"Cre06.g287200.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre06.g287200.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g287250.t1.2.v5.5",0,0,62.8435031631476,66.2547750295008,38.2040074954132,19.4442211107285,9.854081268308,10.5301139331799
"Cre06.g287300.t1.2.v5.5",0,0,0.997515923224565,0,0,0,98.54081268308,0
"Cre06.g287350.t1.1.v5.5",0,0,2.06628298382231,0,3.07683281842254,0,0,0
"Cre06.g287400.t1.1.v5.5",9.90460777262166,0,0,0,0.897409572039907,22.2219669836897,0,10.5301139331799
"Cre06.g287450.t1.1.v5.5",4.95230388631083,0,5.9138444019742,0,2.56402734868545,14.8146446557931,0,0
"Cre06.g287500.t1.1.v5.5",0,1.9631979412735,11.8989399413216,0,4.35884649276526,0,9.854081268308,0
"Cre06.g287550.t1.1.v5.5",4.95230388631083,72.6383238271197,11.7564376665752,0.406471012450925,15.512365459547,1.38887293648061,78.832650146464,115.831253264979
"Cre06.g287600.t1.1.v5.5",4.95230388631083,10.7975886770043,8.26513193528925,0.609706518676388,3.46143692072536,0.925915290987071,49.27040634154,10.5301139331799
"Cre06.g287650.t1.2.v5.5",9.90460777262166,0,49.2345359248696,86.1718546395961,26.4094816914601,47.6846374858342,9.854081268308,0
"Cre06.g287700.t1.1.v5.5",0,0.981598970636752,21.019085525089,0,2.94863145098827,10.1850682008578,0,0
"Cre06.g287750.t1.2.v5.5",0,0,14.4639808867562,20.9332571412226,4.74345059506808,22.2219669836897,0,10.5301139331799
"Cre06.g287800.t1.2.v5.5",0,196.31979412735,78.4475022478747,80.6844959715086,66.1519055960846,72.2213926969916,0,0
"Cre06.g287850.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre06.g287850.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre06.g287900.t1.1.v5.5",0,15.705583530188,2.77879435755414,0,1.92302051151409,0,19.708162536616,0
"Cre06.g287950.t1.1.v5.5",103.998381612527,9.81598970636752,66.6910645812995,48.1668149754346,48.9729223598921,56.4808327502114,9.854081268308,84.240911465439
