"","1-b","1-m","10-b","10-m","5-b","5-m","s-b","s-m"
"Cre02.g107800.t1.1.v5.5",0,0,6.12759781409375,0,13.2047408457301,2.77774587296121,0,0
"Cre02.g107850.t1.2.v5.5",0,0,48.5932756885109,149.784568088166,43.3320621927841,63.8881550781079,0,10.5301139331799
"Cre02.g107900.t1.2.v5.5",0,0,9.47640127063336,28.0464998591138,16.6661777664554,0,0,0
"Cre02.g107950.t1.2.v5.5",0,0,1.7100272969564,0,11.5381230690845,18.0553481742479,0,0
"Cre02.g108000.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g108000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g108050.t1.2.v5.5",4.95230388631083,433.866745021445,44.8169654077322,86.3750901458216,84.9975066089226,76.8509691519269,0,0
"Cre02.g108100.t1.1.v5.5",0,44.1719536786539,47.0970018036741,29.4691484026921,21.0250242592207,12.4998564283255,39.416325073232,0
"Cre02.g108150.t1.1.v5.5",74.2845582946625,1.9631979412735,21.5890946240745,58.5318257929332,26.4094816914601,52.7771715862631,0,0
"Cre02.g108200.t1.1.v5.5",0,0,10.6164194686043,1.21941303735278,12.4355326411244,21.2960516927026,0,0
"Cre02.g108250.t1.1.v5.5",0,0,26.3629208280778,6.70677170544026,1.79481914407981,24.9997128566509,49.27040634154,0
"Cre02.g108300.t1.1.v5.5",564.562643039435,0.981598970636752,16.3165104584589,4.67441664318564,15.3841640921127,23.6108399201703,0,0
"Cre02.g108350.t1.2.v5.5",227.805978770298,0,49.4482893369891,30.4853259338194,15.8969695618498,100.461809072097,9.854081268308,31.5903417995396
"Cre02.g108400.t1.2.v5.5",0,3.92639588254701,43.4631937976417,56.4994707306786,54.3573797921315,50.4623833587954,0,0
"Cre02.g108450.t1.2.v5.5",4.95230388631083,320.982863398218,187.532993566218,293.878542002019,162.815736641526,365.736539939893,0,0
"Cre02.g108500.t1.1.v5.5",4.95230388631083,0,2.92129663230051,0,4.10244375789672,0,0,0
"Cre02.g108550.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g108601.t1.1.v5.5",0,0,0.0712511373731832,0,0.128201367434272,0,108.394893951388,0
"Cre02.g108650.t1.2.v5.5",0,0,0,5.48735866808749,0,0,0,0
"Cre02.g108700.t1.1.v5.5",0,0,0,0,0,0,9.854081268308,0
"Cre02.g108750.t1.2.v5.5",4.95230388631083,1.9631979412735,1.99503184644913,6.70677170544026,4.61524922763381,0,0,0
"Cre02.g108800.t1.1.v5.5",4.95230388631083,0,55.7896405632024,9.14559778014581,32.5631473283052,33.7959081210281,0,0
"Cre02.g108850.t1.2.v5.5",0,0,75.0274476539619,99.3821625442512,89.9973599388592,74.9991385699528,0,0
"Cre02.g108900.t1.2.v5.5",0,189.448601332893,16.6727661453249,54.467115668424,20.3840174220493,28.2404163751057,0,0
"Cre02.g108950.t1.1.v5.5",9.90460777262166,0.981598970636752,3.99006369289826,7.51971373034211,16.1533722967183,7.87027997339011,19.708162536616,0
"Cre02.g109000.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109050.t1.2.v5.5",4.95230388631083,2.94479691191026,15.4614968099808,15.8523694855861,7.82028341349062,7.40732232789657,0,0
"Cre02.g109100.t1.1.v5.5",59.42764663573,3.92639588254701,10.5451683312311,14.4297209420078,13.8457476829014,26.8515434386251,9.854081268308,0
"Cre02.g109126.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109150.t1.1.v5.5",0,0,0,0,1.79481914407981,0,0,0
"Cre02.g109200.t1.1.v5.5",39.6184310904866,84.4175114747607,18.1690400301617,25.4044382781828,16.5379763990211,32.4070351845475,0,21.0602278663597
"Cre02.g109250.t1.1.v5.5",678.465632424584,0,22.2303548604332,8.33265575524396,6.66647110658217,0,9.854081268308,0
"Cre02.g109300.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109333.t1.1.v5.5",0,0,2.56504094543459,0,0.256402734868545,0,0,0
"Cre02.g109366.t1.1.v5.5",0,0,7.26761601206469,1.21941303735278,0.128201367434272,0,19.708162536616,0
"Cre02.g109400.t1.2.v5.5",0,0,8.9063921716479,20.3235506225463,11.6663244365188,9.25915290987071,0,0
"Cre02.g109450.t1.1.v5.5",0,0,1.21126933534411,0,6.92287384145071,0,0,0
"Cre02.g109501.t1.1.v5.5",0,8.83439073573077,0,7.11324271789119,0,0,0,0
"Cre02.g109550.t1.2.v5.5",0,1.9631979412735,23.0141173715382,14.8361919544588,14.3585531526385,0,0,0
"Cre02.g109600.t1.2.v5.5",4.95230388631083,0,11.4001819797093,30.8917969462703,14.4867545200728,0,0,0
"Cre02.g109650.t1.1.v5.5",14.8569116589325,0,42.6794312865367,23.3720832159282,62.4340659404907,32.4070351845475,9.854081268308,0
"Cre02.g109683.t1.1.v5.5",0,0,10.4026660564847,0,1.02561093947418,0,9.854081268308,0
"Cre02.g109716.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109750.t1.1.v5.5",4.95230388631083,12.7607866182778,8.40763421003562,8.53589126146943,4.87165196250235,10.1850682008578,9.854081268308,1779.5892547074
"Cre02.g109800.t1.1.v5.5",0,0,4.27506824239099,0,7.94848478092489,0,9.854081268308,0
"Cre02.g109850.t1.1.v5.5",762.654798491868,0,53.9371109914997,65.6450685108244,44.4858744996925,23.1478822746768,0,10.5301139331799
"Cre02.g109900.t1.2.v5.5",0,0,3.34880345653961,6.70677170544026,3.33323555329108,1.38887293648061,0,0
"Cre02.g109950.t1.2.v5.5",0,144.295048683603,43.4631937976417,63.8159489547952,50.6395401365376,25.4626705021445,9.854081268308,10.5301139331799
"Cre02.g110000.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110050.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110050.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110100.t1.1.v5.5",4.95230388631083,179.632611626526,31.0654958947079,19.5106085976444,17.8199900733639,18.5183058197414,0,0
"Cre02.g110150.t1.2.v5.5",4.95230388631083,436.811541933355,33.4167834280229,20.5267861287717,22.5634406684319,6.4814070369095,128.103056488004,0
"Cre02.g110200.t1.1.v5.5",4.95230388631083,193.37499721544,29.2129663230051,17.6814890416152,13.8457476829014,0,0,0
"Cre02.g110250.t1.1.v5.5",331.804360382826,0,24.1541355695091,25.8109092906337,14.7431572549413,0,0,0
"Cre02.g110263.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110263.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110263.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110300.t1.2.v5.5",0,0,4.91632847874964,17.8847245478407,9.10229708783334,0,0,10.5301139331799
"Cre02.g110350.t1.2.v5.5",0,82.4543135334872,173.92402632794,263.189980561974,170.892422789885,132.405886611151,0,21.0602278663597
"Cre02.g110400.t1.2.v5.5",0,749.941613566479,28.2154503997805,53.8574091497476,60.6392467964109,69.9066044695239,0,0
"Cre02.g110450.t1.2.v5.5",0,0,16.8152684200712,18.2911955602916,6.53826973914789,15.7405599467802,0,0
"Cre02.g110500.t1.1.v5.5",0,0,13.4664649635316,19.7138441038699,1.15381230690845,0.462957645493536,0,10.5301139331799
"Cre02.g110550.t1.1.v5.5",460.564261426907,185.522205450346,34.0580436643816,35.9726846019069,26.4094816914601,52.7771715862631,0,1811.17959650694
"Cre02.g110600.t1.2.v5.5",0,0,21.0903366624622,24.18502524083,23.9736557102089,0.462957645493536,0,0
"Cre02.g110650.t1.2.v5.5",4.95230388631083,0.981598970636752,134.949654184809,53.2477026310712,121.919500429993,220.830796900417,0,0
"Cre02.g110700.t1.1.v5.5",4.95230388631083,0,57.6421701349052,4.8776521494111,38.9732157000188,0.925915290987071,49.27040634154,1442.62560884564
"Cre02.g110750.t1.2.v5.5",0,0.981598970636752,19.451560502879,27.8432643528884,16.2815736641526,36.1106963484958,0,0
"Cre02.g110800.t1.1.v5.5",0,0.981598970636752,0.356255686865916,0.203235506225463,1.02561093947418,0,0,0
"Cre02.g110843.t1.2.v5.5",0,0,0,0,2.56402734868545,0,0,0
"Cre02.g110850.t1.2.v5.5",0,0,26.5054231028241,5.69059417431295,11.4099217016502,6.4814070369095,0,0
"Cre02.g110900.t1.1.v5.5",74.2845582946625,0,0,0.203235506225463,0,0,0,0
"Cre02.g110950.t1.1.v5.5",4.95230388631083,133.497460006598,24.1541355695091,22.1526701785754,29.1017104075798,13.8887293648061,0,0
"Cre02.g111000.t1.2.v5.5",356.56587981438,0,64.197274773238,120.315419685474,41.7936457835728,39.8143575124441,0,0
"Cre02.g111014.t1.1.v5.5",9.90460777262166,0,3.49130573128598,0,0.384604102302817,0,0,0
"Cre02.g111029.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111050.t1.1.v5.5",0,5.88959382382051,27.217934476556,0,0.384604102302817,0,0,0
"Cre02.g111108.t1.2.v5.5",0,0,0,0,3.46143692072536,0,0,0
"Cre02.g111150.t1.1.v5.5",0,175.706215743979,55.0771291894706,15.2426629669097,23.2044475056033,0,9.854081268308,0
"Cre02.g111200.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111200.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111200.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111250.t1.2.v5.5",0,0,0,0,0,0.462957645493536,0,0
"Cre02.g111300.t1.1.v5.5",0,0,10.4739171938579,39.4276882077397,3.33323555329108,30.5552046025734,0,0
"Cre02.g111300.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111350.t1.2.v5.5",14.8569116589325,0,2.99254776967369,0,5.76906153454226,6.94436468240304,0,0
"Cre02.g111400.t1.2.v5.5",0,0,45.3157233693445,64.6288909796971,40.5116321092301,0.462957645493536,0,0
"Cre02.g111426.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111450.t1.2.v5.5",0,0,34.8418061754866,72.1486047100392,38.0758061279789,97.2211055536425,0,0
"Cre02.g111500.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111500.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111526.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111550.t1.1.v5.5",965.699257830612,78.5279176509402,77.3787351872769,33.9403295396522,26.2812803240259,105.091385527033,1310.59280868496,400.144329460835
"Cre02.g111600.t1.2.v5.5",0,0,0,0.203235506225463,0,0,0,0
"Cre02.g111650.t1.2.v5.5",0,4.90799485318376,12.825204727173,13.2103079046551,22.5634406684319,57.4067480411984,0,0
"Cre02.g111700.t1.2.v5.5",0,0,40.7556505774608,136.777495689736,52.3061579131831,37.9625269304699,0,10.5301139331799
"Cre02.g111750.t1.2.v5.5",0,0,6.62635577570604,6.09706518676388,0,10.6480258463513,0,0
"Cre02.g111800.t1.2.v5.5",4.95230388631083,0,13.608967238278,18.900902078968,5.51265879967371,5.09253410042889,0,10.5301139331799
"Cre02.g111850.t1.1.v5.5",14.8569116589325,107.975886770043,14.3214786120098,17.8847245478407,9.35869982270189,55.0919598137308,0,10.5301139331799
"Cre02.g111900.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111900.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111950.t1.1.v5.5",4.95230388631083,4.90799485318376,10.117661506992,0.203235506225463,3.97424239046245,0.925915290987071,0,179.011936864058
"Cre02.g112000.t1.1.v5.5",0,0,30.2817333836029,0.203235506225463,13.0765394782958,0,0,0
"Cre02.g112050.t1.1.v5.5",0,0,0.0712511373731832,6.09706518676388,3.20503418585681,8.33323761888364,0,0
"Cre02.g112100.t1.1.v5.5",0,0,9.12014558376745,14.0232499295569,15.8969695618498,13.8887293648061,0,10.5301139331799
"Cre02.g112150.t1.2.v5.5",9.90460777262166,182.577408538436,65.4085441085822,130.883666009198,77.0490218279977,42.1291457399117,0,0
"Cre02.g112200.t1.2.v5.5",9.90460777262166,0.981598970636752,32.6330209169179,39.2244527015143,36.2809869838991,108.332089045487,9.854081268308,0
"Cre02.g112250.t1.2.v5.5",4.95230388631083,192.393398244803,26.1491674159582,20.3235506225463,9.48690119013616,23.6108399201703,0,0
"Cre02.g112266.t1.2.v5.5",0,0.981598970636752,9.19139672114063,4.06471012450925,4.99985332993662,12.0368987828319,59.124487609848,0
"Cre02.g112300.t1.1.v5.5",4.95230388631083,151.16624147806,24.1541355695091,43.8988693446999,15.8969695618498,9.72211055536425,0,0
"Cre02.g112333.t1.1.v5.5",0,0,0,0,0.384604102302817,0,9.854081268308,0
"Cre02.g112366.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g112400.t1.1.v5.5",0,0,24.7241446684946,19.1041375851935,18.2045941756667,0,0,0
"Cre02.g112433.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g112433.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g112500.t1.1.v5.5",0,0,6.27010008884012,4.26794563073471,9.23049845526761,27.3145010841186,0,0
"Cre02.g112550.t1.2.v5.5",54.4753427494191,0,19.7365650523717,9.95853980504766,15.2559627246784,14.3516870102996,0,2000.72164730418
"Cre02.g112600.t1.2.v5.5",0,175.706215743979,21.8740991735672,12.3973658797532,4.23064512533099,12.4998564283255,0,0
"Cre02.g112650.t1.2.v5.5",4.95230388631083,0.981598970636752,42.4656778744172,33.1273875147504,38.3322088628475,26.3885857931315,0,10.5301139331799
"Cre02.g112701.t1.1.v5.5",0,0.981598970636752,0,0,4.35884649276526,0,0,0
"Cre02.g112750.t1.2.v5.5",113.902989385149,580.124991646321,128.750805233342,204.454919262815,91.1511722457677,480.55003602229,108.394893951388,0
"Cre02.g112800.t1.1.v5.5",9.90460777262166,31.4111670603761,1.49627388483685,3.86147461828379,3.58963828815963,6.4814070369095,59.124487609848,10.5301139331799
"Cre02.g112850.t1.1.v5.5",0,5.88959382382051,30.4954867957224,18.2911955602916,20.255816054615,15.7405599467802,0,0
"Cre02.g112900.t1.2.v5.5",64.3799505220408,0,27.4316878886755,39.6309237139652,21.7942324638263,10.1850682008578,0,0
"Cre02.g112950.t1.2.v5.5",0,0,4.56007279188372,15.2426629669097,10.1279080273075,0,0,0
"Cre02.g113000.t1.2.v5.5",1228.17136380509,131.534262065325,110.653016340553,250.182908163544,71.1517589260212,63.8881550781079,0,0
"Cre02.g113050.t1.2.v5.5",0,131.534262065325,45.2444722319713,103.650108174986,54.3573797921315,90.739698516733,0,10.5301139331799
"Cre02.g113100.t1.2.v5.5",0,0,6.91136032519877,0,11.6663244365188,0,0,0
"Cre02.g113150.t1.2.v5.5",0,0,0,0,6.41006837171362,0,0,10.5301139331799
"Cre02.g113200.t1.1.v5.5",9.90460777262166,405.400374872979,346.850536732656,477.603439629837,208.583624815561,276.848672005134,1271.17648361173,179.011936864058
"Cre02.g113250.t1.1.v5.5",0,149.203043536786,12.9677070019193,22.3559056848009,1.28201367434272,7.87027997339011,0,0
"Cre02.g113300.t1.1.v5.5",4.95230388631083,0,17.2427752443103,15.0394274606842,11.281720334216,0,0,0
"Cre02.g113350.t1.2.v5.5",4.95230388631083,3.92639588254701,24.1541355695091,24.3882607470555,9.23049845526761,43.5180186763924,0,873.999456453929
"Cre02.g113376.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g113400.t1.2.v5.5",9.90460777262166,342.578040752227,42.1094221875513,69.7097786353336,52.8189633829202,218.053051027455,2059.50298507637,0
"Cre02.g113450.t1.1.v5.5",24.7615194315542,0,2.99254776967369,0,5.64086016710799,4.16661880944182,39.416325073232,0
"Cre02.g113500.t1.2.v5.5",0,0,7.90887624842333,0,3.20503418585681,0,9.854081268308,0
"Cre02.g113550.t1.2.v5.5",0,0,19.0240536786399,10.5682463237241,11.6663244365188,10.1850682008578,0,0
"Cre02.g113600.t1.2.v5.5",9.90460777262166,180.614210597162,26.0066651412119,59.5480033240605,37.8194033931104,87.9619526437718,0,0
"Cre02.g113626.t1.1.v5.5",19.8092155452433,0,35.9105732360843,39.6309237139652,43.2038608253498,0.462957645493536,226.643869171084,63.1806835990792
"Cre02.g113652.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g113652.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g113700.t1.2.v5.5",0,0,7.33886714943787,21.3397281536736,16.1533722967183,0,0,0
"Cre02.g113750.t1.1.v5.5",0,0.981598970636752,16.5302638705785,19.9170796100953,25.6402734868545,5.55549174592243,0,0
"Cre02.g113751.t1.2.v5.5",0,0,18.8815514038935,18.0879600540662,11.281720334216,0,0,0
"Cre02.g113752.t1.2.v5.5",24.7615194315542,0,7.98012738579652,40.6471012450925,3.07683281842254,11.5739411373384,9.854081268308,10.5301139331799
"Cre02.g113800.t1.1.v5.5",4.95230388631083,0,0,0,0,0,0,0
"Cre02.g113809.t1.2.v5.5",0,1.9631979412735,2.06628298382231,0,2.3076246138169,0,0,0
"Cre02.g113850.t1.1.v5.5",0,0,12.4689490403071,0,7.82028341349062,0.462957645493536,0,0
"Cre02.g113900.t1.1.v5.5",0,0,4.41757051713736,0.203235506225463,9.87150529243898,43.0550610308988,0,0
"Cre02.g113950.t1.1.v5.5",0,0,2.63629208280778,13.4135434108805,2.56402734868545,14.8146446557931,0,0
"Cre02.g114000.t1.1.v5.5",9.90460777262166,0.981598970636752,13.608967238278,0,6.79467247401644,13.8887293648061,0,0
"Cre02.g114001.t1.2.v5.5",0,230.675758099637,54.7921246399779,4.8776521494111,43.0756594579155,11.1109834918449,404.017332000628,10.5301139331799
"Cre02.g114050.t1.1.v5.5",0,189.448601332893,24.7953958058677,23.9817897346046,8.46129025066198,15.2776023012867,0,0
"Cre02.g114100.t1.1.v5.5",0,0,6.98261146257195,9.34883328637128,2.05122187894836,0.462957645493536,9.854081268308,442.264785193554
"Cre02.g114150.t1.1.v5.5",614.085681902543,4.90799485318376,8.69263875952835,5.89382968053841,6.41006837171362,23.6108399201703,0,10.5301139331799
"Cre02.g114200.t1.1.v5.5",0,1.9631979412735,25.4366560422264,0,8.46129025066198,0,0,0
"Cre02.g114250.t1.2.v5.5",0,138.405454859782,18.3827934422813,33.1273875147504,10.3843107621761,30.0922469570798,0,0
"Cre02.g114300.t1.1.v5.5",0,0,8.55013648478198,0,7.05107520888498,0,0,63.1806835990792
"Cre02.g114350.t1.2.v5.5",0,0,8.19388079791607,9.95853980504766,4.10244375789672,1.38887293648061,0,84.240911465439
"Cre02.g114400.t1.2.v5.5",0,0,3.27755231916643,0,6.66647110658217,0.462957645493536,0,0
"Cre02.g114450.t1.2.v5.5",0,0,15.3189945352344,18.2911955602916,11.0253175993474,8.33323761888364,0,0
"Cre02.g114500.t1.2.v5.5",0,1.9631979412735,40.7556505774608,16.4620760042625,10.2561093947418,72.2213926969916,177.373462829544,10.5301139331799
"Cre02.g114550.t1.2.v5.5",0,0,2.56504094543459,5.89382968053841,1.79481914407981,0,0,0
"Cre02.g114575.t1.1.v5.5",0,0,0,0,0.128201367434272,0,0,0
"Cre02.g114600.t1.2.v5.5",19.8092155452433,2157.55453745958,423.94426737044,691.407192179023,872.794909492527,824.064608978494,9.854081268308,652.867063857152
"Cre02.g114650.t1.1.v5.5",0,0,16.8865195574444,29.2659128964666,10.6407134970446,8.33323761888364,0,0
"Cre02.g114700.t1.2.v5.5",0,0,12.9677070019193,21.542963659899,25.3838707519859,48.1475951313277,9.854081268308,0
"Cre02.g114750.t1.2.v5.5",0,130.552663094688,17.884035480669,6.5035361992148,1.92302051151409,0,1330.30097122158,0
"Cre02.g114800.t1.2.v5.5",0,0,26.5766742401973,34.1435650458777,15.6405668269812,11.5739411373384,0,0
"Cre02.g114850.t1.2.v5.5",19.8092155452433,6.87119279445727,21.5178434867013,10.1617753112731,14.10215041777,14.3516870102996,0,1442.62560884564
"Cre02.g114900.t1.1.v5.5",0,0,19.0953048160131,39.6309237139652,16.2815736641526,151.85010772188,0,0
"Cre02.g114950.t1.1.v5.5",0,99.141496034312,15.4614968099808,15.6491339793606,56.921407140817,27.3145010841186,0,0
"Cre02.g115000.t1.1.v5.5",0,0,19.1665559533863,5.48735866808749,10.6407134970446,0,0,21.0602278663597
"Cre02.g115050.t1.2.v5.5",4.95230388631083,0,20.8053321129695,58.5318257929332,36.7937924536362,6.4814070369095,0,0
"Cre02.g115100.t1.1.v5.5",4.95230388631083,0,2.49378980806141,8.73912676769489,2.94863145098827,0,39.416325073232,0
"Cre02.g115150.t1.1.v5.5",0,0,0.142502274746366,0,0,0,0,0
"Cre02.g115150.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g115200.t1.2.v5.5",10860.4024226797,14703.3709811679,2892.86742848861,6712.25906410835,8022.07236583216,6681.40473976271,25522.0704849177,25303.8637814312
"Cre02.g115226.t1.1.v5.5",4.95230388631083,0,0,4.26794563073471,5.51265879967371,0,0,0
"Cre02.g115250.t1.1.v5.5",9.90460777262166,0.981598970636752,9.04889444639426,17.4782535353898,30.127321347054,12.962814073819,0,0
"Cre02.g115300.t1.1.v5.5",4.95230388631083,343.559639722863,177.486583196599,108.324524818172,227.557427195834,46.2957645493536,0,3359.10634468438
"Cre02.g115350.t1.2.v5.5",9.90460777262166,0.981598970636752,36.9793402966821,46.13445991318,28.2043008355399,10.6480258463513,59.124487609848,0
"Cre02.g115400.t1.1.v5.5",9.90460777262166,0,6.12759781409375,0,8.20488751579344,0,19.708162536616,0
"Cre02.g115450.t1.1.v5.5",0,0,2.49378980806141,0,0.128201367434272,0,68.978568878156,10.5301139331799
"Cre02.g115500.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre02.g115508.t1.1.v5.5",4.95230388631083,0.981598970636752,5.05883075349601,6.70677170544026,0.641006837171362,0,19.708162536616,0
