"","1-b","1-t","10-b","10-t","5-b","5-t","s-b","s-t"
"Cre01.g000017.t1.1.v5.5",0,0,13.0873020224999,4.14784483253253,17.5844464126671,0,0,0
"Cre01.g000033.t1.1.v5.5",0,0,0.697989441199995,1.31976881035126,3.0144765278858,0,0,0
"Cre01.g000050.t1.1.v5.5",0,0,38.5639166262997,7.35299765767131,20.5989229405529,133.102257489394,0,0
"Cre01.g000100.t1.1.v5.5",5.40185406255402,40.3835899566536,38.1276732255497,12.1607268953795,9.21090050187326,0,0,0
"Cre01.g000150.t1.2.v5.5",0,0.348134396178049,0,5.56188284362317,3.51688928253343,0,41.314777411901,0
"Cre01.g000200.t1.1.v5.5",5.40185406255402,0,18.7584662322499,16.5913793301301,12.8952607026226,0,0,0
"Cre01.g000250.t1.2.v5.5",0,0,42.9263506337997,22.7188773781896,29.3074106877786,0,41.314777411901,11.3121437983589
"Cre01.g000300.t1.1.v5.5",5.40185406255402,0,133.054237228749,184.956171850655,152.398535576449,107.575797148962,20.6573887059505,11.3121437983589
"Cre01.g000350.t1.1.v5.5",599.605800943496,221.065341573061,127.470321699149,510.37345280298,350.014219071184,247.971329021337,72.3008604708267,22.6242875967178
"Cre01.g000400.t1.2.v5.5",0,297.654908732232,56.1009013364496,45.3434855556398,53.5906938290808,103.0175006596,10.3286943529752,11.3121437983589
"Cre01.g000450.t1.2.v5.5",5.40185406255402,23.3250045439293,20.7651858756998,11.5951116909432,14.7374408029972,108.487456446835,0,0
"Cre01.g000500.t1.1.v5.5",0,0.348134396178049,1.48322756254999,1.69684561330876,3.85183111896518,0,0,0
"Cre01.g000550.t1.2.v5.5",16.2055621876621,0.348134396178049,21.6376726771998,3.58222962809628,14.9049117212131,0,0,0
"Cre01.g000600.t1.2.v5.5",0,143.083236829178,24.5168791221498,17.2512637353058,12.0579061115432,0,0,0
"Cre01.g000650.t1.1.v5.5",5.40185406255402,91.5593461948268,120.228681246699,102.847698006659,111.870573368206,0,0,3076.90311315362
"Cre01.g000700.t1.1.v5.5",0,53.2645626152414,0,2.7338068214419,3.51688928253343,0,10.3286943529752,11.3121437983589
"Cre01.g000750.t1.1.v5.5",0,0,19.8054503940498,21.5876469693171,10.7181387658162,0.911659297872563,10.3286943529752,0
"Cre01.g000800.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g000800.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g000850.t1.2.v5.5",0,0,14.1342861842999,18.2882249434389,43.5424387361282,0,0,11.3121437983589
"Cre01.g000900.t1.2.v5.5",5.40185406255402,232.205642250758,57.6713775791495,84.5594730632201,66.3184836134875,0.911659297872563,0,0
"Cre01.g000950.t1.1.v5.5",43.2148325004322,0,0.261746040449998,3.95930643105378,0.66988367286351,0,0,0
"Cre01.g001000.t1.1.v5.5",0,74.1526263859243,14.1342861842999,3.58222962809628,20.2639811041212,0,72.3008604708267,0
"Cre01.g001100.t1.2.v5.5",5.40185406255402,6.26641913120488,38.3021705858497,116.988078117565,54.0931065837284,11.8515708723433,0,0
"Cre01.g001150.t1.1.v5.5",48.6166865629862,0.348134396178049,59.8525945828995,57.692750852498,48.9015081190362,3.64663719149025,30.9860830589257,11.3121437983589
"Cre01.g001200.t1.1.v5.5",10.803708125108,1.04440318853415,2.35571436404998,10.4638812820707,12.7277897844067,78.4026996170404,10.3286943529752,0
"Cre01.g001250.t1.2.v5.5",5.40185406255402,1.04440318853415,5.32216948914996,2.54526841996315,4.01930203718106,5.46995578723538,30.9860830589257,33.9364313950767
"Cre01.g001300.t1.1.v5.5",5.40185406255402,3.48134396178049,10.8188363385999,5.37334444214442,10.885609684032,0.911659297872563,51.6434717648762,56.5607189917945
"Cre01.g001350.t1.2.v5.5",0,0,2.53021172434998,5.27907524140504,23.1109867137911,0,0,0
"Cre01.g001400.t1.1.v5.5",21.6074162502161,31.6802300522024,74.2486268076494,93.7035855349395,77.3715642157354,123.985664510669,123.944332235703,11.3121437983589
"Cre01.g001450.t1.2.v5.5",0,0,9.07386273559993,4.05357563179316,13.732615293702,0,0,0
"Cre01.g001501.t1.1.v5.5",5.40185406255402,0,8.98661405544993,7.07019005545318,0,141.307191170247,0,0
"Cre01.g001550.t1.1.v5.5",5.40185406255402,0,18.2349741513499,34.5025274706115,17.9193882490989,112.134093638325,0,0
"Cre01.g001600.t1.2.v5.5",0,0,12.2148152209999,32.9942202587815,7.20124948328273,0,0,11.3121437983589
"Cre01.g001650.t1.2.v5.5",16.2055621876621,0,0,1.50830721183001,0.66988367286351,0,0,0
"Cre01.g001657.t1.1.v5.5",0,0,2.00671964344998,1.03696120813313,0,0,0,0
"Cre01.g001664.t1.1.v5.5",0,79.026507932417,7.06714309214994,1.79111481404814,7.87113315614624,0,0,0
"Cre01.g001671.t1.1.v5.5",0,0,0,0.282807602218127,0,0,0,0
"Cre01.g001678.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g001678.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g001685.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g001700.t1.1.v5.5",0,3.13320956560244,13.3490480629499,9.52118927467695,5.1915984646922,9.11659297872563,0,147.057869378666
"Cre01.g001750.t1.2.v5.5",5.40185406255402,1.39253758471219,40.6578849498997,67.6852861308718,35.1688928253343,0,10.3286943529752,0
"Cre01.g001800.t1.1.v5.5",0,200.525412198556,71.8056637634494,63.1603644953818,37.8484275167883,1.82331859574513,216.90258141248,0
"Cre01.g001950.t1.2.v5.5",5.40185406255402,0,0.348994720599997,8.01288206284694,14.4024989665655,9.11659297872563,0,0
"Cre01.g001983.t1.1.v5.5",0,0,2.26846568389998,13.1034189027732,11.3880224386797,0.911659297872563,0,0
"Cre01.g001983.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g002050.t1.1.v5.5",5.40185406255402,88.7742710254024,115.866247239199,457.676969589669,194.768677885066,0,20.6573887059505,0
"Cre01.g002100.t1.2.v5.5",0,166.060106976929,18.2349741513499,21.1163009656202,12.8952607026226,10.0282522765982,0,0
"Cre01.g002150.t1.2.v5.5",0,0,12.6510586217499,4.80772923770816,0.502412754647633,0,0,0
"Cre01.g002200.t1.1.v5.5",0,0,10.2080955775499,74.8497453870644,14.4024989665655,0,0,0
"Cre01.g002201.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g002201.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g002203.t1.1.v5.5",0,37.9466491834073,5.32216948914996,0.377076802957503,0.502412754647633,0.911659297872563,0,0
"Cre01.g002227.t1.2.v5.5",0,0,24.4296304419998,4.61919083622941,5.02412754647633,0,0,22.6242875967178
"Cre01.g002234.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g002234.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g002250.t1.2.v5.5",0,0.348134396178049,17.1879899895499,5.27907524140504,7.20124948328273,0,0,0
"Cre01.g002300.t1.2.v5.5",577.99838469328,1362.59802664088,736.291611785844,1478.80095199859,918.91292825052,712.005911638472,30.9860830589257,3642.51030307157
"Cre01.g002350.t1.1.v5.5",0,63.7085945005829,19.3692069932998,46.8517927674698,30.8146489517215,39.2013498085202,0,0
"Cre01.g002400.t1.1.v5.5",0,0,2.61746040449998,1.13123040887251,4.85665662826045,0,0,0
"Cre01.g002451.t1.1.v5.5",0,0,0,0.565615204436255,0,0,0,11.3121437983589
"Cre01.g002500.t1.2.v5.5",5.40185406255402,295.217967958985,104.960162220449,243.968691513505,100.650021847742,0,0,0
"Cre01.g002550.t1.1.v5.5",0,0,12.3893125812999,10.8409580850282,9.88078417473677,0,0,22.6242875967178
"Cre01.g002600.t1.2.v5.5",0,0,0.0872486801499993,2.16819161700564,0,0,0,0
"Cre01.g002650.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g002700.t1.2.v5.5",5.40185406255402,0,9.51010613634993,15.3658797205183,27.8001724238357,0,196.24519270653,11.3121437983589
"Cre01.g002750.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g002750.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g002787.t1.1.v5.5",21.6074162502161,0.696268792356097,15.0067729857999,3.95930643105378,4.85665662826045,0,10.3286943529752,0
"Cre01.g002824.t1.1.v5.5",0,0,0,0.377076802957503,0,0,0,0
"Cre01.g002861.t1.1.v5.5",0,0,43.7115887551497,25.2641457981527,30.6471780335056,0.911659297872563,134.273026588678,11.3121437983589
"Cre01.g002900.t1.2.v5.5",0,0,7.06714309214994,5.65615204436255,3.0144765278858,0,0,0
"Cre01.g002950.t1.1.v5.5",0,7.65895671591707,10.8188363385999,8.76703566876195,5.35906938290808,0,0,0
"Cre01.g003000.t1.1.v5.5",10.803708125108,0,13.0873020224999,12.6320728990764,39.1881948625153,0,196.24519270653,0
"Cre01.g003050.t1.2.v5.5",0,3.13320956560244,38.3894192659997,23.9443769878014,29.4748816059944,51.9645799787361,0,101.80929418523
"Cre01.g003100.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g003100.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g003150.t1.2.v5.5",0,0,23.2953976000498,9.04984327098007,28.4700560966992,0,0,0
"Cre01.g003200.t1.2.v5.5",0,0,11.8658205003999,2.54526841996315,10.2157260111685,2.73497789361769,0,0
"Cre01.g003250.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g003300.t1.2.v5.5",0,0,0,0.0942692007393758,0.502412754647633,0,0,0
"Cre01.g003376.t1.1.v5.5",0,1.74067198089024,8.37587329439993,7.35299765767131,5.69401121933984,0.911659297872563,10.3286943529752,0
"Cre01.g003450.t1.1.v5.5",0,0,0,0.0942692007393758,0,0,0,0
"Cre01.g003450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g003463.t1.1.v5.5",5.40185406255402,0,37.3424351041997,34.0311814669147,28.9724688513468,0,0,0
"Cre01.g003475.t1.1.v5.5",0,1.39253758471219,3.83894192659997,1.03696120813313,3.34941836431755,0,0,0
"Cre01.g003487.t1.1.v5.5",5.40185406255402,0,11.0805823790499,6.5988440517563,9.37837142008914,0,0,0
"Cre01.g003500.t1.2.v5.5",70.2241028132023,0.348134396178049,39.9598955086997,15.1773413190395,21.7712193680641,2.73497789361769,0,0
"Cre01.g003508.t1.1.v5.5",0,0,3.22820116554997,1.69684561330876,2.51206377323816,0.911659297872563,0,0
"Cre01.g003516.t1.1.v5.5",745.455860632455,0,3.14095248539998,12.1607268953795,1.17229642751114,0,0,0
"Cre01.g003524.t1.1.v5.5",0,5.91828473502683,21.0269319161498,3.58222962809628,4.85665662826045,19.1448452553238,0,11.3121437983589
"Cre01.g003532.t1.1.v5.5",21.6074162502161,80.0709111209512,7.59063517304994,7.63580525988944,6.19642397398747,57.4345357659715,0,0
"Cre01.g003541.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g003550.t1.1.v5.5",0,0,39.0001600270497,46.5689851652516,36.0062474164137,0.911659297872563,0,0
"Cre01.g003600.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g003650.t1.1.v5.5",0,0,5.75841288989995,3.29942202587815,3.85183111896518,0,0,0
"Cre01.g003650.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g003700.t1.2.v5.5",27.0092703127701,75.1970295744585,25.9128580045498,6.78738245323506,18.7567428401783,0,10.3286943529752,180.994300773743
"Cre01.g003751.t1.1.v5.5",37.8129784378781,0.348134396178049,0.174497360299999,4.61919083622941,1.17229642751114,0,20.6573887059505,0
"Cre01.g003800.t1.1.v5.5",10.803708125108,119.061963492893,7.59063517304994,8.86130486950132,10.7181387658162,8.20493368085307,10.3286943529752,11.3121437983589
"Cre01.g003826.t1.1.v5.5",0,0,2.87920644494998,1.22549960961189,2.17712193680641,0,0,0
"Cre01.g003850.t1.1.v5.5",0,3.82947835795853,14.0470375041499,3.58222962809628,6.53136581041922,0.911659297872563,0,0
"Cre01.g003950.t1.1.v5.5",0,0,0,0.282807602218127,0,0,0,0
"Cre01.g003950.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g004000.t1.2.v5.5",0,81.4634487056634,18.9329635925499,30.8260286417759,22.6085739591435,0,0,0
"Cre01.g004050.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g004124.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g004124.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g004157.t1.2.v5.5",5.40185406255402,49.0869498611049,2.18121700374998,4.33638323401129,12.8952607026226,102.105841361727,0,0
"Cre01.g004200.t1.2.v5.5",0,3.48134396178049,16.7517465887999,23.4730309841046,25.1206377323816,0,10.3286943529752,0
"Cre01.g004250.t1.2.v5.5",0,0.348134396178049,14.3087835445999,25.829761002589,24.7856958959499,113.95741223407,0,0
"Cre01.g004300.t1.2.v5.5",37.8129784378781,405.576571547427,262.967521972098,648.760639488384,241.32559314908,41.9363277021379,20.6573887059505,2375.55019765537
"Cre01.g004350.t1.2.v5.5",5.40185406255402,46.3018746916805,93.2688390803493,68.7222473390049,70.0028438142368,3.64663719149025,10.3286943529752,0
"Cre01.g004400.t1.2.v5.5",5.40185406255402,0,13.0873020224999,5.27907524140504,20.5989229405529,0,0,0
"Cre01.g004450.t1.2.v5.5",0,103.744050061058,46.3290491596496,84.8422806654382,68.1606637138621,0.911659297872563,0,0
"Cre01.g004500.t1.2.v5.5",10.803708125108,495.743380157541,194.739054094798,500.003840721649,524.183974015697,239.766395340484,20.6573887059505,2567.85664222747
"Cre01.g004550.t1.2.v5.5",5.40185406255402,3.13320956560244,13.1745507026499,14.2346493116457,36.5086601710613,0.911659297872563,30.9860830589257,0
"Cre01.g004600.t1.1.v5.5",91.8315190634183,1.39253758471219,188.457149123999,82.2027430447357,44.8822060818552,105.752478553217,10.3286943529752,180.994300773743
"Cre01.g004651.t1.1.v5.5",0,0,4.18793664719997,10.275342880592,11.8904351933273,0,0,0
"Cre01.g004700.t1.2.v5.5",0,0,2.96645512509998,3.29942202587815,3.51688928253343,0,0,0
"Cre01.g004750.t1.1.v5.5",0,0,6.10740761049995,9.89826607763446,1.5072382639429,0,0,0
"Cre01.g004750.t2.1.v5.5",0,0,8.20137593409994,2.92234522292065,0.837354591079388,0,0,0
"Cre01.g004800.t1.2.v5.5",0,0,22.9464028794498,10.7466888842888,14.9049117212131,0,0,0
"Cre01.g004850.t1.1.v5.5",21.6074162502161,3.82947835795853,2.18121700374998,10.6524196835495,6.19642397398747,1.82331859574513,0,11.3121437983589
"Cre01.g004900.t1.2.v5.5",723.848444382239,345.001186612446,179.906778469299,316.650245283563,612.106206079032,1022.88173221302,0,33.9364313950767
"Cre01.g004926.t1.1.v5.5",0,0,0,0.282807602218127,0,0,0,0
"Cre01.g004950.t1.1.v5.5",0,13.2291070547658,38.5639166262997,54.3933288266198,20.5989229405529,0,0,0
"Cre01.g005001.t1.1.v5.5",0,0,5.67116420974996,18.8538401478752,7.53619131971449,0,0,0
"Cre01.g005050.t1.1.v5.5",21.6074162502161,513.498234362622,531.693456834096,775.929791285802,498.225981692236,434.861485085213,41.314777411901,2466.04734804224
"Cre01.g005100.t1.1.v5.5",0,12.8809726585878,8.81211669514993,24.4157229914983,3.51688928253343,0,0,0
"Cre01.g005126.t1.1.v5.5",0,0,0.0872486801499993,0.471346003696879,0,0,0,0
"Cre01.g005150.t1.1.v5.5",0,238.123926985785,85.7654525874493,265.83914608504,143.355105992791,224.268187276651,10.3286943529752,33.9364313950767
"Cre01.g005200.t1.1.v5.5",0,0,30.3625406921998,9.52118927467695,23.4459285502229,0,20.6573887059505,0
"Cre01.g005250.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g005300.t1.2.v5.5",0,0,0,0.282807602218127,0,0,0,0
"Cre01.g005350.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g005400.t1.1.v5.5",0,3.48134396178049,0,6.41030565027755,1.00482550929527,0,0,0
"Cre01.g005450.t1.2.v5.5",432.148325004322,95.3888245527853,51.3894726083496,106.901273638452,74.8595004424973,146.777146957483,0,0
"Cre01.g005500.t1.2.v5.5",0,0,13.6107941033999,12.2549960961189,31.1495907881532,0,0,0
"Cre01.g005534.t1.2.v5.5",0,0,0,0.848422806654382,0.167470918215878,0,0,0
"Cre01.g005543.t1.1.v5.5",0,0,0,0.471346003696879,1.5072382639429,0,0,0
"Cre01.g005550.t1.2.v5.5",0,95.3888245527853,11.2550797393499,20.5506857611839,3.68436020074931,0,0,0
"Cre01.g005600.t1.1.v5.5",0,0,13.0000533423499,8.38995886580445,12.3928479479749,0,0,0
"Cre01.g005651.t1.1.v5.5",0,0,0,0.282807602218127,1.33976734572702,0,0,0
"Cre01.g005701.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g005701.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g005750.t1.1.v5.5",0,0,0,0.188538401478752,0.167470918215878,0,0,0
"Cre01.g005813.t1.2.v5.5",0,0,29.4900538906998,28.3750294225521,45.7195606729346,0,0,0
"Cre01.g005850.t1.2.v5.5",0,0,17.7114820704499,10.275342880592,25.2881086505975,0,0,0
"Cre01.g005900.t1.1.v5.5",5.40185406255402,0,5.14767212884996,13.6690341072095,19.5940974312577,50.141261382991,0,0
"Cre01.g005950.t1.2.v5.5",0,85.989195855978,60.3760866637995,39.3102567083197,11.0530806022479,0,10.3286943529752,0
"Cre01.g006000.t1.1.v5.5",0,187.29630514379,18.9329635925499,3.39369122661753,17.2495045762354,0,41.314777411901,0
"Cre01.g006050.t1.1.v5.5",0,170.237719731066,86.8996854293993,21.0220317648808,53.5906938290808,98.4592041702368,144.601720941653,11.3121437983589
"Cre01.g006100.t1.2.v5.5",0,0,1.74497360299999,0.471346003696879,1.67470918215878,0,0,0
"Cre01.g006150.t1.1.v5.5",16.2055621876621,0,24.6041278022998,60.6150960754186,18.2543300855307,0.911659297872563,144.601720941653,0
"Cre01.g006202.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006250.t1.2.v5.5",0,0,0,0.188538401478752,0,0,0,0
"Cre01.g006301.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006352.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006402.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006450.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006500.t1.1.v5.5",0,0,0.610740761049995,0.188538401478752,0.167470918215878,0,0,11.3121437983589
"Cre01.g006550.t1.1.v5.5",10.803708125108,192.866455482639,120.054183886399,141.309531908324,69.3329601413733,144.953828361738,0,0
"Cre01.g006576.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006600.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006614.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006628.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006628.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006642.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006656.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006670.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006700.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006733.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006766.t1.1.v5.5",0,0.348134396178049,0,0,0,3.64663719149025,0,0
"Cre01.g006800.t1.1.v5.5",0,0,29.3155565303998,17.1569945345664,10.5506678476003,0,0,2771.47523059793
"Cre01.g006850.t1.2.v5.5",0,0,11.2550797393499,16.7799177316089,3.34941836431755,0,0,0
"Cre01.g006876.t1.1.v5.5",0,0,0,0,0.167470918215878,0,0,0
"Cre01.g006900.t1.1.v5.5",0,0,0,0.188538401478752,0,0.911659297872563,0,0
"Cre01.g006900.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006950.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g006950.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g007000.t1.2.v5.5",0,0,14.1342861842999,7.07019005545318,5.69401121933984,0,278.874747530331,11.3121437983589
"Cre01.g007050.t1.2.v5.5",0,87.7298678368683,9.24836009589993,10.7466888842888,2.51206377323816,0,0,0
"Cre01.g007051.t1.2.v5.5",13364.1869507586,5901.57428401028,1940.84688993673,3504.55180668703,6058.93035013223,12536.2270050456,25181.3568325536,13438.8268324504
"Cre01.g007100.t1.1.v5.5",10.803708125108,0,32.3692603356497,16.2143025271726,40.0255494535947,144.042169063865,103.286943529752,0
"Cre01.g007150.t1.1.v5.5",48.6166865629862,66.4936696700073,42.8391019536497,26.1125686048071,19.09168467661,0,10.3286943529752,0
"Cre01.g007200.t1.2.v5.5",0,0,24.1678844015498,33.7483738646965,54.7629902565919,0.911659297872563,0,0
"Cre01.g007251.t1.1.v5.5",0,0.348134396178049,13.2617993827999,18.6653017463964,11.2205515204638,8.20493368085307,0,0
"Cre01.g007300.t1.2.v5.5",0,0,35.0739694202997,8.38995886580445,7.20124948328273,0,10.3286943529752,0
"Cre01.g007350.t1.2.v5.5",0,140.298161659754,58.0203722997495,16.7799177316089,23.1109867137911,0,0,0
"Cre01.g007400.t1.1.v5.5",0,0,5.67116420974996,1.50830721183001,7.87113315614624,0.911659297872563,10.3286943529752,67.8728627901534
"Cre01.g007450.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g007500.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g007500.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g007550.t1.1.v5.5",453.755741254538,99.9145717031,28.1813236884498,13.291957304252,39.690607617163,106.66413785109,0,0
"Cre01.g007600.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g007600.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g007651.t1.1.v5.5",5.40185406255402,0,31.4095248539998,9.52118927467695,4.01930203718106,0,0,124.433581781948
"Cre01.g007700.t1.1.v5.5",5.40185406255402,81.8115831018414,38.9129113468997,55.8073668377105,40.0255494535947,0,0,0
"Cre01.g007737.t1.1.v5.5",32.4111243753241,58.8347129540902,11.8658205003999,9.99253527837383,1.17229642751114,1.82331859574513,0,0
"Cre01.g007774.t1.1.v5.5",0,0,9.59735481649992,22.9074157796683,7.87113315614624,0.911659297872563,0,248.867163563896
"Cre01.g007811.t1.1.v5.5",0,1.74067198089024,21.2014292764498,20.2678781589658,28.1351142602674,0,0,0
"Cre01.g007850.t1.2.v5.5",415.942762816659,137.164952094151,49.6444990053496,28.3750294225521,79.0462733978942,109.399115744708,0,0
"Cre01.g007901.t1.1.v5.5",0,0,0,0.282807602218127,0,0,0,0
"Cre01.g007901.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g007901.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g007950.t1.1.v5.5",16.2055621876621,0,6.02015893034995,52.6022140125717,14.7374408029972,0,0,0
"Cre01.g008000.t1.2.v5.5",0,0,6.63089969139995,5.37334444214442,5.1915984646922,0,0,0
"Cre01.g008051.t1.1.v5.5",0,111.751141173154,14.3960322247499,17.6283405382633,26.7953469145404,81.1376775106581,0,0
"Cre01.g008100.t1.2.v5.5",0,0,0.174497360299999,2.63953762070252,0.66988367286351,0.911659297872563,661.036438590415,0
"Cre01.g008150.t1.1.v5.5",5.40185406255402,150.742193545095,203.202176069348,677.607014914633,256.565446706724,338.225599510721,0,0
"Cre01.g008200.t1.1.v5.5",10.803708125108,0,13.0873020224999,121.135922950098,14.5699698847813,0,0,0
"Cre01.g008250.t1.2.v5.5",5.40185406255402,0,0,4.61919083622941,0.837354591079388,0,0,0
"Cre01.g008300.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g008300.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre01.g008350.t1.1.v5.5",0,0,14.4832809048999,2.35673001848439,7.87113315614624,0,0,0
"Cre01.g008402.t1.1.v5.5",0,2.08880637706829,10.9933336988999,7.63580525988944,6.36389489220335,0,10.3286943529752,0
"Cre01.g008450.t1.2.v5.5",0,0,36.9061917034497,9.23838167245883,23.9483413048705,0,0,0
"Cre01.g008500.t1.2.v5.5",0,0,1.65772492284999,5.56188284362317,6.53136581041922,0,0,0
"Cre01.g008550.t1.1.v5.5",5.40185406255402,168.148913353997,19.8054503940498,14.1403801109064,21.93869028628,0,0,0
"Cre01.g008600.t1.1.v5.5",48.6166865629862,137.861220886507,18.0604767910499,32.1457974521271,13.9000862119178,3.64663719149025,0,0
"Cre01.g008650.t1.1.v5.5",0,0,23.2081489198998,59.5781348672855,32.6568290520961,0,82.6295548238019,0
"Cre01.g008700.t1.2.v5.5",0,0,4.27518532734997,8.67276646802257,4.85665662826045,0,0,0
"Cre01.g008750.t1.2.v5.5",0,0,4.79867740824996,0.65988440517563,0.167470918215878,0,0,0
"Cre01.g008800.t1.1.v5.5",0,0.348134396178049,0,1.03696120813313,0.334941836431755,0,0,0
"Cre01.g008850.t1.1.v5.5",145.850059688959,154.571671903054,154.953655946399,142.063685514239,67.1558382045669,80.2260182127855,103.286943529752,0
"Cre01.g008891.t1.2.v5.5",0,0,9.07386273559993,16.308571727912,9.7133132565209,0,0,0
"Cre01.g008900.t1.2.v5.5",0,0,0.0872486801499993,0,0.167470918215878,0.911659297872563,0,0
"Cre01.g008950.t1.2.v5.5",0,0,0,4.43065243475066,7.70366223793037,69.2861066383148,0,0
"Cre01.g008950.t2.1.v5.5",0,0,1.48322756254999,0.942692007393758,0,0,0,0
"Cre01.g008976.t1.1.v5.5",0,0,0,0.565615204436255,0,0,0,0
"Cre01.g009000.t1.1.v5.5",0,0,2.00671964344998,11.3123040887251,9.04342958365739,0,0,0
"Cre01.g009025.t1.1.v5.5",0,0.348134396178049,0.174497360299999,3.39369122661753,0,0,0,0
"Cre01.g009050.t1.2.v5.5",0,0,0.0872486801499993,0.0942692007393758,0,0,0,0
"Cre01.g009101.t1.1.v5.5",5.40185406255402,0.348134396178049,0.523492080899996,22.6246081774502,4.52171479182869,0,0,0
"Cre01.g009150.t1.1.v5.5",0,81.4634487056634,15.9665084674499,10.275342880592,12.0579061115432,0,41.314777411901,0
"Cre01.g009200.t1.2.v5.5",0,0,11.7785718202499,13.291957304252,13.0627316208384,0,0,0
"Cre01.g009250.t1.1.v5.5",0,0.348134396178049,55.4029118952496,26.583914608504,82.06074992578,78.4026996170404,0,79.1850065885124
"Cre01.g009300.t1.1.v5.5",32.4111243753241,20.5399293745049,88.3829129919493,143.289185123851,86.0800519629611,93.900907680874,0,11.3121437983589
"Cre01.g009325.t1.1.v5.5",0,0,15.0067729857999,4.14784483253253,11.8904351933273,0,0,0
"Cre01.g009350.t1.2.v5.5",5.40185406255402,3.13320956560244,29.7517999311498,78.6205134166394,16.412149985156,5.46995578723538,0,0
"Cre01.g009400.t1.2.v5.5",0,0,3.05370380524998,3.86503723031441,0,0,0,135.745725580307
"Cre01.g009450.t1.1.v5.5",0,0,20.1544451146498,11.029496486507,9.7133132565209,0,0,0
"Cre01.g009500.t1.2.v5.5",0,0,5.40941816929996,3.67649882883566,7.20124948328273,1.82331859574513,0,0
"Cre01.g009550.t1.1.v5.5",5.40185406255402,0,44.1478321558997,110.012157262852,45.3846188365028,0,0,2658.35379261434
"Cre01.g009575.t1.1.v5.5",0,1.39253758471219,9.68460349664992,17.1569945345664,16.412149985156,0,10.3286943529752,0
"Cre01.g009601.t1.1.v5.5",0,0,0,0.377076802957503,0,0,0,0
"Cre01.g009601.t2.1.v5.5",0,0,0,0,0,0,0,0
