"","1-m","1-t","10-m","10-t","5-m","5-t","s-m","s-t"
"Cre02.g097221.t1.1.v5.5",0,84.9533108730866,0,0.570557039939981,0.47552728126124,0,0,0
"Cre02.g097227.t1.2.v5.5",267.726065599247,111.444128242114,0,17.361235643888,34.2379642508093,0,0,0
"Cre02.g097250.t1.1.v5.5",2.05943127384036,84.6488187194196,21.7586981701605,16.0571052668823,21.874254938017,1.70540767956016,10.1666236033383,290.976702470751
"Cre02.g097300.t1.1.v5.5",270.815212510007,0,17.5401750555376,4.72747261664556,0,0,0,0
"Cre02.g097300.t2.1.v5.5",0,0,5.99474337341157,0.73357333706569,0,0,0,0
"Cre02.g097334.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g097334.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g097400.t1.2.v5.5",2172.69999390158,1123.27155487748,2042.65329760691,1847.54520347422,1779.89861376082,1982.53642748869,1443.66055167403,58.1953404941501
"Cre02.g097450.t1.2.v5.5",0,0,5.55068830871442,10.3515348674825,6.65738193765736,0,0,0
"Cre02.g097500.t1.1.v5.5",0,0,17.9842301202347,18.4208415752051,51.8324736574751,0,0,11.63906809883
"Cre02.g097550.t1.2.v5.5",0,0,0.222027532348577,8.63986374766258,7.1329092189186,0,0,0
"Cre02.g097600.t1.1.v5.5",0,57.2445248893917,17.0961199908404,5.05350521089698,0,0,0,0
"Cre02.g097650.t1.2.v5.5",449.985733334119,111.748620395781,55.5068830871442,70.1785159126177,78.4620014081046,0,0,0
"Cre02.g097800.t1.1.v5.5",218.299715027078,4.56738230500465,13.5436794732632,34.5594549906503,0,0,10.1666236033383,1047.5161288947
"Cre02.g097850.t1.1.v5.5",0,6.08984307333954,13.9877345379603,6.84668447927978,0,0.852703839780082,40.666494413353,0
"Cre02.g097900.t1.2.v5.5",20.5943127384036,0,86.8127651482935,61.620160313518,74.1822558767534,84.4176801382281,10.1666236033383,0
"Cre02.g097950.t1.2.v5.5",85.4663978643749,11.5707018393451,11.7674592144746,8.39533930197401,37.0911279383767,0,10.1666236033383,0
"Cre02.g098000.t1.2.v5.5",0,0,0,0.652065188502836,0,0,0,0
"Cre02.g098050.t1.2.v5.5",0,1.21796861466791,0,3.01580149682562,0,0,0,0
"Cre02.g098100.t1.2.v5.5",0,0,0.444055064697154,1.22262222844282,0,0,0,0
"Cre02.g098150.t1.2.v5.5",0,0,22.6468082995548,24.2894282717306,9.98607290648604,0.852703839780082,0,0
"Cre02.g098200.t1.1.v5.5",178.140805187191,76.1230384167442,13.5436794732632,6.2761274393398,14.7413457190984,0,0,104.75161288947
"Cre02.g098250.t1.2.v5.5",0,0,24.8670836230406,24.6154608659821,14.7413457190984,0,10.1666236033383,11.63906809883
"Cre02.g098300.t1.2.v5.5",1.02971563692018,0,67.7183973663159,13.6933689585596,51.3569463762139,1.70540767956016,3558.31826116839,11.63906809883
"Cre02.g098350.t1.1.v5.5",0,0,22.2027532348577,6.68366818215407,9.5105456252248,0,0,0
"Cre02.g098400.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre02.g098400.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g098450.t1.2.v5.5",355.251894737462,118.447447776454,282.41902114739,392.298719033019,133.147638753147,187.594844751618,0,0
"Cre02.g098500.t1.2.v5.5",192.556824104074,74.2960854947424,32.8600747875894,26.5716564314906,29.9582187194581,0.852703839780082,0,0
"Cre02.g098550.t1.1.v5.5",16.4754501907229,107.485730244443,0,9.69946967897968,12.3637093127922,0,60.9997416200295,11.63906809883
"Cre02.g098600.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre02.g098600.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g098650.t1.1.v5.5",0,0,47.2918643902469,14.9159911870024,6.18185465639612,0.852703839780082,0,0
"Cre02.g098700.t1.2.v5.5",0,0.304492153666977,12.6555693438689,26.5716564314906,0,3.41081535912033,10.1666236033383,116.3906809883
"Cre02.g098750.t1.1.v5.5",2.05943127384036,84.6488187194196,8.88110129394307,4.72747261664556,0.95105456252248,3.41081535912033,60.9997416200295,221.142293877771
"Cre02.g098800.t1.2.v5.5",195.645971014834,69.7287031897377,450.715890667611,531.596144926937,172.140875816569,297.593640083249,0,34.9172042964901
"Cre02.g098850.t1.1.v5.5",144.160189168825,0,68.3844799633617,53.7138699029211,66.0982920953123,0.852703839780082,0,11.63906809883
"Cre02.g098900.t1.1.v5.5",0,109.312683166445,23.090863364252,4.07540742814272,0,5.96892687846058,0,11.63906809883
"Cre02.g098950.t1.2.v5.5",47.3669192983283,0,7.99299116454876,7.49874966778261,0,0,0,0
"Cre02.g099000.t1.2.v5.5",0,77.6454991850791,170.07308977901,169.373932713612,83.217274220717,64.8054918232862,10.1666236033383,11.63906809883
"Cre02.g099050.t1.1.v5.5",1.02971563692018,0,5.55068830871442,2.20072001119707,2.3776364063062,0,0,0
"Cre02.g099055.t1.2.v5.5",1.02971563692018,0.608984307333954,0.444055064697154,2.11921186263422,0.47552728126124,1.70540767956016,1321.66106843397,46.5562723953201
"Cre02.g099100.t1.1.v5.5",0,0,49.5121397137326,50.5350521089698,48.5037826886465,2.55811151934025,40.666494413353,34.9172042964901
"Cre02.g099150.t1.2.v5.5",452.045164607959,190.307596041861,153.421024852867,207.845778835279,225.875458599089,230.230036740622,0,11.63906809883
"Cre02.g099200.t1.1.v5.5",2.05943127384036,4.87187445867163,19.0943677819776,14.7529748898767,19.9721458129721,60.5419726243858,0,0
"Cre02.g099251.t1.1.v5.5",0,0,0,3.17881779395133,0,0,0,0
"Cre02.g099300.t1.2.v5.5",212.121421205557,0,16.6520649261433,6.35763558790265,0,0,0,0
"Cre02.g099350.t1.1.v5.5",409.826823494232,119.056432083788,47.735919454944,59.7454728965723,0,0,10.1666236033383,11.63906809883
"Cre02.g099400.t1.1.v5.5",65.9018007628915,88.6072167170903,14.4317896026575,15.8125808211938,39.9442916259442,0,0,11.63906809883
"Cre02.g099452.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g099500.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g099500.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g099550.t1.1.v5.5",2.05943127384036,69.1197188824038,14.6538171350061,22.0072001119707,36.1400733758542,0,20.3332472066765,0
"Cre02.g099601.t1.1.v5.5",5.1485781846009,1.52246076833488,26.4212763494806,65.2065188502836,1.90210912504496,4.26351919890041,40.666494413353,0
"Cre02.g099650.t1.2.v5.5",0,0,16.2080098614461,19.3989393579594,14.7413457190984,0,0,0
"Cre02.g099700.t1.2.v5.5",1.02971563692018,87.6937402560894,47.0698368578983,42.6287616983729,0,0,0,0
"Cre02.g099750.t1.1.v5.5",3.08914691076054,0,6.43879843810873,2.60826075401134,1.42658184378372,0,0,0
"Cre02.g099800.t1.1.v5.5",206.972843020956,103.831824400439,0,7.82478226203403,9.03501834396356,123.642056768112,0,3724.50179162561
"Cre02.g099850.t1.1.v5.5",0,115.098034086117,48.8460571166869,91.2076182418342,218.74254938017,0.852703839780082,0,0
"Cre02.g099879.t1.2.v5.5",0,96.5240127124317,0,11.6556652444882,9.5105456252248,0,0,0
"Cre02.g099900.t1.2.v5.5",0,0,0,2.77127705113705,0.47552728126124,0,0,0
"Cre02.g099950.t1.2.v5.5",0,0.304492153666977,70.1607002221503,34.8039794363389,58.4898555951325,4.26351919890041,10.1666236033383,0
"Cre02.g100000.t1.2.v5.5",186.378530282553,237.199387706575,161.636043549764,73.6833663008205,23.776364063062,100.61905309405,0,0
"Cre02.g100050.t1.2.v5.5",0,0,2.22027532348577,9.53645338185397,0,3.41081535912033,0,0
"Cre02.g100100.t1.1.v5.5",3.08914691076054,0.304492153666977,0.888110129394307,11.9001896901768,0,1.70540767956016,0,69.8344085929802
"Cre02.g100150.t1.2.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre02.g100200.t1.2.v5.5",570.46246285378,0.304492153666977,76.599498660259,59.6639647480095,79.8885832518883,0.852703839780082,10.1666236033383,0
"Cre02.g100250.t1.2.v5.5",0,88.6072167170903,19.5384228466748,8.80288004478829,0,0,0,0
"Cre02.g100250.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g100300.t1.1.v5.5",426.302273684955,95.3060440977638,198.270586387279,375.915581171885,372.813388508812,22.1702998342821,20.3332472066765,151.30788528479
"Cre02.g100350.t1.2.v5.5",0,0,1.11013766174288,3.66786668532845,10.9371274690085,0.852703839780082,0,0
"Cre02.g100400.t1.2.v5.5",224.478008848599,0,16.6520649261433,9.1289126390397,0,0.852703839780082,0,0
"Cre02.g100450.t1.1.v5.5",1.02971563692018,0,0,5.46104595371125,10.4616001877473,1.70540767956016,50.8331180166913,116.3906809883
"Cre02.g100500.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g100500.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g100533.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g100566.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g100600.t1.1.v5.5",0,0,0,6.84668447927978,0,0,0,0
"Cre02.g100633.t1.1.v5.5",0,0,0.222027532348577,0.815081485628545,0.47552728126124,0,0,0
"Cre02.g100666.t1.1.v5.5",0,0,0,0.489048891377127,0,0,0,0
"Cre02.g100700.t1.1.v5.5",4.11886254768072,0,0,0.0815081485628545,0.47552728126124,0,0,0
"Cre02.g100750.t1.2.v5.5",0,0,10.6573215527317,3.42334223963989,9.03501834396356,9.3797422375809,0,0
"Cre02.g100800.t1.1.v5.5",0,24.3593722933582,11.3234041497774,5.3795378051484,0,2.55811151934025,0,11.63906809883
"Cre02.g100850.t1.1.v5.5",0,0,7.77096363220019,4.23842372526843,0,0,0,0
"Cre02.g100876.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g100900.t1.2.v5.5",195.645971014834,0.304492153666977,17.7622025878861,18.0948089809537,23.3008367818008,84.4176801382281,0,69.8344085929802
"Cre02.g100950.t1.1.v5.5",29.8617534706852,14.6156233760149,6.43879843810873,18.9098904665822,0.47552728126124,0.852703839780082,60.9997416200295,23.2781361976601
"Cre02.g101000.t1.1.v5.5",0,0.304492153666977,0,4.89048891377127,8.08396378144108,0,0,0
"Cre02.g101050.t1.1.v5.5",1.02971563692018,0.304492153666977,10.8793490850803,4.80898076520841,0,0,0,0
"Cre02.g101100.t1.1.v5.5",0,0,0,3.66786668532845,0,0,0,0
"Cre02.g101150.t1.2.v5.5",0,0,0,0.244524445688563,0,0,0,0
"Cre02.g101150.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g101200.t1.2.v5.5",0,80.3859285680819,0.888110129394307,0.570557039939981,4.7552728126124,0,0,0
"Cre02.g101250.t1.2.v5.5",0,0.304492153666977,11.7674592144746,5.86858669652552,8.08396378144108,3.41081535912033,0,0
"Cre02.g101300.t1.2.v5.5",16.4754501907229,31.9716761350326,0,6.35763558790265,19.9721458129721,28.1392267127427,0,23.2781361976601
"Cre02.g101350.t1.2.v5.5",9306.56992648459,4476.6436432119,6775.83623221387,4940.61642513742,6716.34732053375,9388.26927597871,6049.14104398626,19006.5982053894
"Cre02.g101400.t1.2.v5.5",894.822888483636,472.876314644815,502.670333237178,804.729950761062,534.968191418895,568.753461133315,10.1666236033383,3922.36594930572
"Cre02.g101500.t1.2.v5.5",193.586539740994,60.5939385797284,90.1431781335222,63.4133395819008,182.602476004316,0,10.1666236033383,0
"Cre02.g101550.t1.1.v5.5",0,54.1996033527219,8.43704622924592,7.58025781634547,0.95105456252248,1.70540767956016,0,0
"Cre02.g101600.t1.1.v5.5",0,0,10.6573215527317,7.41724151921976,1.42658184378372,1.70540767956016,0,0
"Cre02.g101635.t1.2.v5.5",1.02971563692018,0,0,6.03160299365123,0,0,0,0
"Cre02.g101650.t1.1.v5.5",0,71.2511639580726,23.5349184289491,14.5084504441881,55.6366919075651,0,335.498578910162,0
"Cre02.g101700.t1.1.v5.5",0,0,27.5314140112235,9.04740449047685,0,1.70540767956016,2236.65719273442,3130.90931858528
"Cre02.g101750.t1.1.v5.5",0,83.7353422584187,12.2115142791717,8.55835559909972,2.3776364063062,0,0,0
"Cre02.g101786.t1.2.v5.5",5.1485781846009,0,0,1.14111407987996,0,92.0920146962489,0,0
"Cre02.g101800.t1.1.v5.5",0,0,17.0961199908404,9.78097782754254,13.790291156576,0,0,0
"Cre02.g101850.t1.2.v5.5",0,0,8.21501869689734,3.83088298245416,0,0,0,0
"Cre02.g101900.t1.1.v5.5",0,2.74042938300279,14.6538171350061,3.17881779395133,0.47552728126124,150.075875801294,0,0
"Cre02.g101950.t1.2.v5.5",7.20800945844126,0.304492153666977,20.2045054437205,20.0510045464622,0,0,10.1666236033383,0
"Cre02.g102000.t1.2.v5.5",0,0.304492153666977,15.763954796749,5.95009484508838,0,0,0,0
"Cre02.g102050.t1.1.v5.5",5.1485781846009,0,0,0,0.95105456252248,0,0,0
"Cre02.g102100.t1.1.v5.5",1.02971563692018,0,0.66608259704573,22.0072001119707,0,11.9378537569212,0,0
"Cre02.g102150.t1.1.v5.5",0,9.43925676367629,20.6485605084176,18.3393334266423,19.9721458129721,134.727206685253,0,0
"Cre02.g102200.t1.1.v5.5",0,0,0,5.62406225083696,38.5177097821604,0.852703839780082,0,0
"Cre02.g102250.t1.2.v5.5",6624.16069230752,3786.35993084886,8156.62545588967,6116.04543556235,5299.75154965652,15341.8474853232,21746.4078875405,26676.7440825184
"Cre02.g102276.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g102276.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g102300.t1.2.v5.5",0,0,0,0.163016297125709,0,0,0,0
"Cre02.g102300.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g102350.t1.2.v5.5",214.180852479397,39.583979976707,154.531162514609,72.6237603695033,94.6299289709867,92.0920146962489,0,11.63906809883
"Cre02.g102400.t1.2.v5.5",0,0,10.2132664880345,14.2639259984995,9.98607290648604,0,0,0
"Cre02.g102450.t1.2.v5.5",0,0.304492153666977,42.4072586785782,35.4560446248417,55.1611646263038,0,20.3332472066765,0
"Cre02.g102500.t1.1.v5.5",0,39.888472130374,36.4125153051666,24.1264119746049,0.47552728126124,80.1541609393277,0,0
"Cre02.g102551.t1.1.v5.5",5.1485781846009,0,0,0.0815081485628545,0.47552728126124,0,0,0
"Cre02.g102600.t1.1.v5.5",65.9018007628915,2.74042938300279,24.8670836230406,19.1544149122708,15.2168730003597,1.70540767956016,0,0
"Cre02.g102650.t1.1.v5.5",2.05943127384036,91.0431539464261,5.772715841063,4.31993187383129,9.98607290648604,0,10.1666236033383,0
"Cre02.g102700.t1.1.v5.5",0,50.2412053550512,7.54893609985161,23.7188712317907,11.888182031531,0.852703839780082,0,0
"Cre02.g102750.t1.1.v5.5",0,0,25.5331662200863,11.0851082045482,13.3147638753147,0.852703839780082,0,0
"Cre02.g102776.t1.1.v5.5",2.05943127384036,0,0.444055064697154,2.85278519969991,0,5.96892687846058,0,0
"Cre02.g102800.t1.2.v5.5",110.179573150459,79.167959953414,23.3128908966006,3.83088298245416,6.18185465639612,0,0,11.63906809883
"Cre02.g102850.t1.1.v5.5",3.08914691076054,0.304492153666977,16.8740924584918,16.6276623068223,0.95105456252248,426.351919890041,0,0
"Cre02.g102900.t1.1.v5.5",0,1.21796861466791,0,0.652065188502836,0,0.852703839780082,10.1666236033383,0
"Cre02.g102950.t1.1.v5.5",0,0.608984307333954,25.9772212847835,14.019401552811,0,108.29338765207,0,0
"Cre02.g103000.t1.2.v5.5",0,84.3443265657526,62.1677090576015,12.7967793243682,13.3147638753147,0,0,0
"Cre02.g103050.t1.2.v5.5",0,0,12.6555693438689,9.45494523329112,23.3008367818008,3.41081535912033,0,0
"Cre02.g103100.t1.1.v5.5",6.17829382152108,79.472452107081,0.444055064697154,20.703069734965,8.55949106270232,0,0,11.63906809883
"Cre02.g103150.t1.1.v5.5",0,0.304492153666977,66.608259704573,22.9037897461621,10.4616001877473,0,0,0
"Cre02.g103200.t1.1.v5.5",3.08914691076054,2.74042938300279,10.4352940203831,18.502349723768,23.776364063062,54.5730457459253,0,11.63906809883
"Cre02.g103250.t1.1.v5.5",0,0.304492153666977,26.1992488171321,25.5935586487363,101.287310908644,92.0920146962489,10.1666236033383,0
"Cre02.g103300.t1.1.v5.5",0,0.304492153666977,1.11013766174288,8.80288004478829,9.98607290648604,103.17716461339,10.1666236033383,0
"Cre02.g103350.t1.1.v5.5",0,0,16.6520649261433,6.19461929077694,0,0.852703839780082,0,0
"Cre02.g103400.t1.2.v5.5",19.5645971014834,0.304492153666977,16.6520649261433,9.1289126390397,3.32869096882868,2.55811151934025,10.1666236033383,11.63906809883
"Cre02.g103426.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g103450.t1.1.v5.5",1.02971563692018,0,10.4352940203831,7.49874966778261,24.7274186255845,0,0,0
"Cre02.g103500.t1.2.v5.5",167.843648817989,1.82695292200186,60.1694612664643,33.2553246136446,15.6924002816209,113.409610690751,10.1666236033383,0
"Cre02.g103550.t1.2.v5.5",855.69369428067,399.493705611074,429.845302626845,479.267913549584,383.274988696559,1166.49885281915,0,23.2781361976601
"Cre02.g103600.t1.1.v5.5",7.20800945844126,4.87187445867163,6.43879843810873,13.5303526614338,23.776364063062,0,0,23.2781361976601
"Cre02.g103650.t1.1.v5.5",100.912132418178,81.6038971827498,14.4317896026575,8.06930670772259,0,0,10.1666236033383,0
"Cre02.g103700.t1.1.v5.5",187.408245919473,1.52246076833488,17.7622025878861,14.8344830384395,22.3497822192783,0,10.1666236033383,0
"Cre02.g103750.t1.2.v5.5",0,0,0,2.6897689025742,0,0,0,0
"Cre02.g103770.t1.2.v5.5",6.17829382152108,0.304492153666977,3.99649558227438,10.107010421794,0,101.47175693383,0,11.63906809883
"Cre02.g103784.t1.2.v5.5",0,0,0,0,0.95105456252248,0,0,0
"Cre02.g103800.t1.1.v5.5",6.17829382152108,0,0,13.6118608099967,40.8953461884666,12.7905575967012,10.1666236033383,104.75161288947
"Cre02.g103850.t1.2.v5.5",212.121421205557,68.8152267287368,86.590737615945,65.2065188502836,168.81218484774,1.70540767956016,10.1666236033383,0
"Cre02.g103900.t1.1.v5.5",1.02971563692018,0,12.8775968762175,8.2323230048483,18.5455639691884,0,0,0
"Cre02.g103950.t1.2.v5.5",0,0,16.4300373937947,37.0862075960988,121.734984002877,123.642056768112,0,81.4734766918102
"Cre02.g104000.t1.2.v5.5",0,0,11.1013766174288,9.94399412466825,10.9371274690085,0,0,11.63906809883
"Cre02.g104050.t1.2.v5.5",1.02971563692018,0,0,1.05960593131711,0,0,0,0
"Cre02.g104100.t1.2.v5.5",0,0,27.0873589465264,14.6714667413138,14.7413457190984,258.369263453365,60.9997416200295,0
"Cre02.g104126.t1.1.v5.5",0,0,0.66608259704573,0.407540742814272,0,0,0,0
"Cre02.g104150.t1.1.v5.5",0,122.710337927792,81.2620768395791,31.2991290481361,11.4126547502698,165.424544917336,1158.99509078056,0
"Cre02.g104201.t1.1.v5.5",0,0,6.6608259704573,13.6933689585596,26.1540004693682,0,0,0
"Cre02.g104250.t1.1.v5.5",5.1485781846009,0,0,9.86248597610539,0,2.55811151934025,0,0
"Cre02.g104300.t1.1.v5.5",0,0,10.8793490850803,12.3892385815539,0,104.88257229295,0,0
"Cre02.g104350.t1.2.v5.5",0,0,0,0.244524445688563,0,0,0,0
"Cre02.g104350.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g104400.t1.1.v5.5",0,0,5.99474337341157,2.6897689025742,36.6156006571155,0,142.332730446736,0
"Cre02.g104450.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g104450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g104500.t1.1.v5.5",0,84.6488187194196,21.3146431054634,9.94399412466825,0,0,0,0
"Cre02.g104550.t1.2.v5.5",0,0,9.32515635864023,11.8186815416139,0,0,0,0
"Cre02.g104600.t1.2.v5.5",0,0,0,2.85278519969991,0.47552728126124,0,0,0
"Cre02.g104650.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g104650.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g104700.t1.2.v5.5",240.953459039322,1.21796861466791,41.7411760815324,37.8197809331645,79.8885832518883,2.55811151934025,1718.15938896416,0
"Cre02.g104725.t1.1.v5.5",0,0.304492153666977,0,2.36373630832278,0,0,0,0
"Cre02.g104750.t1.1.v5.5",0,65.770305192067,29.3076342700121,52.7357721201668,117.930765752787,0.852703839780082,0,0
"Cre02.g104800.t1.1.v5.5",341.8655914575,30.4492153666977,142.985730832483,76.4546433519575,22.8253095005395,136.432614364813,20.3332472066765,0
"Cre02.g104850.t1.2.v5.5",0,0,16.4300373937947,6.92819262784263,47.552728126124,0,0,0
"Cre02.g104876.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g104900.t1.2.v5.5",400.55938276195,278.610320605284,588.372960723729,602.182201582369,338.099896976742,130.463687486353,20.3332472066765,0
"Cre02.g104950.t1.1.v5.5",0,0,15.763954796749,6.60216003359121,0.47552728126124,3.41081535912033,0,0
"Cre02.g104951.t1.2.v5.5",1.02971563692018,60.5939385797284,33.5261573846351,6.68366818215407,1.42658184378372,0,0,11.63906809883
"Cre02.g105000.t1.1.v5.5",0,0,7.99299116454876,3.66786668532845,11.4126547502698,0,0,0
"Cre02.g105026.t1.1.v5.5",0,0,0.222027532348577,0.163016297125709,0.47552728126124,0,0,0
"Cre02.g105050.t1.1.v5.5",0,0.304492153666977,21.0926155731148,19.5619556550851,0,1.70540767956016,10.1666236033383,0
"Cre02.g105100.t1.2.v5.5",0,139.152914225808,122.337170324066,113.540850948056,220.644658505215,111.704203011191,10.1666236033383,0
"Cre02.g105150.t1.1.v5.5",0,0,5.99474337341157,7.74327411347118,21.3987276567558,0,0,0
"Cre02.g105200.t1.2.v5.5",360.400472922063,474.39877541315,273.759947385795,247.377230888263,233.95942238053,415.2667699729,10.1666236033383,1000.95985649938
"Cre02.g105250.t1.1.v5.5",6.17829382152108,2.43593722933582,44.6275340020639,25.756574945862,10.9371274690085,3.41081535912033,0,0
"Cre02.g105287.t1.2.v5.5",0,0,0.888110129394307,0.978097782754254,0,0,0,0
"Cre02.g105300.t1.1.v5.5",177.111089550271,0,0,10.1885185703568,69.426983064141,0,10.1666236033383,11.63906809883
"Cre02.g105350.t1.2.v5.5",0,0,18.4282851849319,17.5242519410137,0,0,10.1666236033383,0
"Cre02.g105400.t1.1.v5.5",0,0,2.44230285583434,8.55835559909972,8.08396378144108,0,0,0
"Cre02.g105450.t1.1.v5.5",2.05943127384036,79.472452107081,0,11.3296326502368,0,100.61905309405,0,0
"Cre02.g105500.t1.2.v5.5",0,0.608984307333954,90.5872331982193,50.1275113661555,29.4826914381969,0,0,0
"Cre02.g105550.t1.1.v5.5",0,139.457406379475,15.0978721997032,18.0948089809537,0,1.70540767956016,10.1666236033383,0
"Cre02.g105600.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g105600.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g105650.t1.2.v5.5",0,0.304492153666977,30.6397994641036,8.47684745053687,1.90210912504496,0,0,0
"Cre02.g105700.t1.1.v5.5",0,0,5.55068830871442,2.60826075401134,0,0,0,0
"Cre02.g105750.t1.1.v5.5",1.02971563692018,43.8468701280447,15.0978721997032,88.8438819335114,9.03501834396356,84.4176801382281,0,0
"Cre02.g105800.t1.1.v5.5",118.417298245821,2.13144507566884,5.32866077636584,9.78097782754254,11.4126547502698,1.70540767956016,20.3332472066765,0
"Cre02.g105851.t1.1.v5.5",0,0,0,0.407540742814272,0,0,0,0
"Cre02.g105900.t1.2.v5.5",0,0,0,0.244524445688563,0,0,0,0
"Cre02.g105950.t1.2.v5.5",0,185.131229429522,42.8513137432753,48.0082995035213,37.0911279383767,91.2393108564688,0,0
"Cre02.g106000.t1.1.v5.5",0,0.913476461000931,11.1013766174288,30.239523116819,38.5177097821604,0,0,0
"Cre02.g106050.t1.2.v5.5",0,0,4.21852311462296,3.66786668532845,0,46.8987111879045,0,128.02974908713
"Cre02.g106100.t1.2.v5.5",0,63.6388601163982,5.10663324401727,5.86858669652552,0,0.852703839780082,0,0
"Cre02.g106150.t1.2.v5.5",0,0,23.3128908966006,34.151914247836,17.1189821254046,0,0,0
"Cre02.g106200.t1.2.v5.5",0,0,38.1887355639552,35.5375527734046,10.9371274690085,1.70540767956016,0,0
"Cre02.g106250.t1.2.v5.5",419.094264226513,296.879849825303,76.3774711279104,75.9655944605804,87.9725470333294,1.70540767956016,1301.3278212273,23.2781361976601
"Cre02.g106300.t1.2.v5.5",112.2390044243,0,75.7113885308647,31.6251616423875,40.4198189072054,0.852703839780082,0,0
"Cre02.g106350.t1.2.v5.5",1.02971563692018,0,17.7622025878861,26.4086401343649,0,1.70540767956016,0,3433.52508915486
"Cre02.g106400.t1.1.v5.5",0,0,33.0821023199379,20.7845778835279,56.5877464700876,0.852703839780082,0,0
"Cre02.g106450.t1.1.v5.5",0,0,31.3058820611493,20.8660860320907,20.9232003754946,214.881367624581,0,0
"Cre02.g106450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g106500.t1.2.v5.5",163.724786270309,302.969692898642,48.1799745196412,22.8222815975993,40.4198189072054,0,1789.32575418753,11.63906809883
"Cre02.g106550.t1.2.v5.5",0,0,32.1939921905436,29.9949986711304,25.2029459068457,0,10.1666236033383,0
"Cre02.g106600.t1.2.v5.5",5504.85979497528,2381.43313382943,3336.85178366676,2867.70119088691,4464.25011648052,5885.36190216213,162.665977653412,4958.24301010159
"Cre02.g106650.t1.1.v5.5",2.05943127384036,1.52246076833488,21.9807257025091,13.0413037700567,25.2029459068457,0,0,0
"Cre02.g106700.t1.1.v5.5",1.02971563692018,0.608984307333954,7.54893609985161,4.97199706233412,0,0,50.8331180166913,0
"Cre02.g106750.t1.2.v5.5",276.993506331528,80.3859285680819,14.4317896026575,13.8563852556853,5.23080009387364,0,20.3332472066765,0
"Cre02.g106800.t1.2.v5.5",2.05943127384036,0,15.3198997320518,12.1447141358653,8.55949106270232,0,0,0
"Cre02.g106850.t1.2.v5.5",0,0.304492153666977,33.7481849169837,30.5655557110704,22.3497822192783,34.1081535912033,1433.49392807069,0
"Cre02.g106900.t1.2.v5.5",6.17829382152108,1.21796861466791,14.2097620703089,18.1763171295166,7.60843650017984,0,0,0
"Cre02.g106950.t1.1.v5.5",0,0,27.0873589465264,23.3113304889764,9.98607290648604,98.0609415747095,0,0
"Cre02.g107000.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre02.g107050.t1.1.v5.5",1.02971563692018,90.1296774854252,38.6327906286524,97.0762049383597,15.6924002816209,197.827290828979,71.1663652233678,104.75161288947
"Cre02.g107100.t1.1.v5.5",557.076159573817,109.921667473779,79.4858565807905,25.5120505001735,11.888182031531,139.843429723933,0,0
"Cre02.g107150.t1.1.v5.5",425.272558048034,443.645067892785,200.046806646068,152.827778555352,186.882221535667,88.6811993371286,1667.32627094747,0
"Cre02.g107200.t1.1.v5.5",1.02971563692018,257.904854155929,19.3163953143262,43.4438431840014,52.7835282199976,0,0,0
"Cre02.g107213.t1.2.v5.5",0,0,0,1.14111407987996,0.95105456252248,0,0,0
"Cre02.g107256.t1.1.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre02.g107300.t1.2.v5.5",0,199.137868498203,64.8320394457844,94.2234197386598,43.7485098760341,0.852703839780082,0,0
"Cre02.g107350.t1.1.v5.5",1.02971563692018,76.7320227240782,12.8775968762175,34.4779468420874,25.678473188107,5.96892687846058,0,0
