"","1-m","1-t","10-m","10-t","5-m","5-t","s-m","s-t"
"Cre12.g504400.t1.2.v5.5",2.05943127384036,1.82695292200186,58.8372960723729,89.9849960133914,0,4.26351919890041,10.1666236033383,11.63906809883
"Cre12.g504450.t1.2.v5.5",0,0,0.222027532348577,0.163016297125709,0,0,30.4998708100148,0
"Cre12.g504500.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504550.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504600.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504650.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504700.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504750.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504800.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504850.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504900.t1.1.v5.5",1.02971563692018,0.304492153666977,6.88285350280588,12.4707467301167,80.8396378144108,0,0,0
"Cre12.g504950.t1.2.v5.5",152.397914264187,0,61.2795989282072,55.0180002799268,37.0911279383767,0,0,0
"Cre12.g505000.t1.2.v5.5",2.05943127384036,0,0,3.01580149682562,0.47552728126124,0,0,0
"Cre12.g505050.t1.2.v5.5",211.091705568637,0,134.10462953854,73.927890746509,397.540807134397,0,10.1666236033383,197.86415768011
"Cre12.g505100.t1.1.v5.5",1.02971563692018,1.52246076833488,59.9474337341157,46.4596446808271,41.8464007509891,106.58797997251,0,0
"Cre12.g505150.t1.1.v5.5",1.02971563692018,73.3826090337414,23.3128908966006,9.29192893616541,0.47552728126124,0.852703839780082,10.1666236033383,46.5562723953201
"Cre12.g505151.t1.1.v5.5",0,0,0,1.05960593131711,0,0,0,0
"Cre12.g505200.t1.2.v5.5",0,0,9.76921142333738,32.1957186823275,9.5105456252248,0,0,11.63906809883
"Cre12.g505250.t1.2.v5.5",0,38.6705035157061,8.6590737615945,17.6872682381394,27.1050550318907,0,0,23.2781361976601
"Cre12.g505300.t1.2.v5.5",495.293221358607,137.630453457474,57.72715841063,8.39533930197401,12.3637093127922,2.55811151934025,0,0
"Cre12.g505350.t1.2.v5.5",0,84.3443265657526,40.6310384197896,65.3695351474093,242.518913443232,177.362398674257,0,0
"Cre12.g505400.t1.2.v5.5",1.02971563692018,0,0,5.29802965658554,9.98607290648604,0,0,0
"Cre12.g505450.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g505500.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g505550.t1.2.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre12.g505600.t1.2.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre12.g505650.t1.2.v5.5",1.02971563692018,99.8734264027684,14.6538171350061,55.2625247256153,43.2729825947728,0,10.1666236033383,11.63906809883
"Cre12.g505700.t1.2.v5.5",629.15625415823,45.0648387427126,78.5977464513962,71.8086788838748,69.426983064141,0,0,0
"Cre12.g505750.t1.2.v5.5",0,0.304492153666977,18.872340249629,39.775976498673,19.9721458129721,8.52703839780082,0,0
"Cre12.g505800.t1.1.v5.5",6.17829382152108,1.21796861466791,13.3216519409146,68.9558936841749,44.2240371572953,97.2082377349294,0,0
"Cre12.g505850.t1.2.v5.5",1.02971563692018,0,107.905380721408,158.940889697566,39.9442916259442,0,0,11.63906809883
"Cre12.g505900.t1.1.v5.5",0,0,14.2097620703089,7.25422522209405,8.08396378144108,0,0,0
"Cre12.g505950.t1.2.v5.5",2.05943127384036,0.304492153666977,32.6380472552408,21.9256919634079,40.8953461884666,0.852703839780082,0,11.63906809883
"Cre12.g506000.t1.2.v5.5",2.05943127384036,160.771857136164,40.1869833550924,56.8111795483096,61.8185465639612,0.852703839780082,0,0
"Cre12.g506050.t1.1.v5.5",0,0,21.536670637812,18.9913986151451,10.4616001877473,101.47175693383,0,0
"Cre12.g506200.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506250.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506300.t1.2.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre12.g506350.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506400.t1.2.v5.5",0,0,9.76921142333738,7.98779855915974,0,0,0,0
"Cre12.g506450.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506500.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506550.t1.1.v5.5",4.11886254768072,0,0,0.0815081485628545,0,63.9527879835062,0,0
"Cre12.g506600.t1.2.v5.5",1.02971563692018,94.3925676367628,42.1852311462296,49.7199706233412,64.6717102515286,3.41081535912033,91.4996124300443,34.9172042964901
"Cre12.g506650.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506650.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506700.t1.2.v5.5",0,0,4.44055064697154,0.489048891377127,0,0,0,3095.99211428879
"Cre12.g506750.t1.1.v5.5",0,85.5622951804205,0.222027532348577,0.407540742814272,0,0,0,0
"Cre12.g506850.t1.2.v5.5",0,0,2.8863579205315,1.87468741694565,0,0,0,0
"Cre12.g506851.t1.1.v5.5",0,0,0.222027532348577,0.407540742814272,0,0,0,11.63906809883
"Cre12.g506900.t1.2.v5.5",6.17829382152108,0,3.33041298522865,4.15691557670558,0,0,0,0
"Cre12.g507000.t1.1.v5.5",1.02971563692018,0,0.222027532348577,0.0815081485628545,0,0.852703839780082,91.4996124300443,34.9172042964901
"Cre12.g507001.t1.2.v5.5",0,0,0,1.7931792683828,0,0,0,0
"Cre12.g507002.t1.2.v5.5",0,0,0,0.652065188502836,0,0,0,0
"Cre12.g507004.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507005.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507006.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507007.t1.1.v5.5",0,0,0,0.163016297125709,0,0,0,0
"Cre12.g507050.t1.2.v5.5",0,0,8.43704622924592,5.86858669652552,14.2658184378372,0,0,0
"Cre12.g507051.t1.1.v5.5",0,0,0,1.71167111981994,0,4.26351919890041,0,0
"Cre12.g507100.t1.1.v5.5",0,0,0,0.407540742814272,0,0,0,0
"Cre12.g507150.t1.2.v5.5",0,97.4374891734326,62.3897365899501,51.6761661888497,12.8392365940535,4.26351919890041,10.1666236033383,11.63906809883
"Cre12.g507200.t1.1.v5.5",15.4457345538027,31.6671839813656,20.8705880407662,30.9730964538847,70.3780376266635,6.82163071824066,0,0
"Cre12.g507250.t1.1.v5.5",0,0.304492153666977,7.10488103515446,12.878287472931,6.65738193765736,89.5339031769086,10.1666236033383,0
"Cre12.g507300.t1.2.v5.5",921.595495043561,324.588635808997,872.346174597558,1294.186382881,461.261462823403,3.41081535912033,40.666494413353,34.9172042964901
"Cre12.g507333.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507350.t1.2.v5.5",0,0,0,1.38563852556853,0,0,0,0
"Cre12.g507350.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507400.t1.2.v5.5",71.0503789474924,137.630453457474,143.207758364832,107.509247954405,26.6295277506294,0.852703839780082,10.1666236033383,0
"Cre12.g507450.t1.2.v5.5",180.200236461031,0,85.7026274865507,106.938690914465,74.1822558767534,0.852703839780082,0,0
"Cre12.g507500.t1.1.v5.5",0,0,9.32515635864023,1.95619556550851,8.08396378144108,5.11622303868049,0,0
"Cre12.g507550.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507550.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507556.t1.1.v5.5",1.02971563692018,0,0,0,0,0,0,0
"Cre12.g507557.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507557.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507558.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507559.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507600.t1.2.v5.5",1.02971563692018,0,15.0978721997032,8.88438819335114,0.95105456252248,201.238106188099,10.1666236033383,0
"Cre12.g507650.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507650.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507700.t1.1.v5.5",295.528387796092,2.13144507566884,13.099624408566,14.1009097013738,0.47552728126124,3.41081535912033,0,46.5562723953201
"Cre12.g507750.t1.1.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre12.g507750.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507750.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507800.t1.2.v5.5",0,21.0099586030214,119.894867468231,63.7393721761522,44.2240371572953,225.966517541722,0,0
"Cre12.g507850.t1.1.v5.5",0,4.26289015133768,0,0.0815081485628545,0,0,0,0
"Cre12.g507872.t1.1.v5.5",1.02971563692018,0.304492153666977,0,0.652065188502836,1.42658184378372,0,0,0
"Cre12.g507900.t1.1.v5.5",0,0,0,0.326032594251418,0.47552728126124,0.852703839780082,0,0
"Cre12.g507909.t1.2.v5.5",0,89.5206931780912,25.5331662200863,14.1009097013738,19.0210912504496,2.55811151934025,0,11.63906809883
"Cre12.g507950.t1.1.v5.5",0,0.913476461000931,11.9894867468231,13.6118608099967,11.4126547502698,1.70540767956016,0,0
"Cre12.g508000.t1.1.v5.5",0,0,71.0488103515446,105.227019794645,91.7767652834193,1.70540767956016,0,0
"Cre12.g508050.t1.2.v5.5",177.111089550271,0.304492153666977,36.6345428375152,46.6226609779528,32.8113824070256,112.556906850971,10.1666236033383,0
"Cre12.g508100.t1.1.v5.5",0,0,5.772715841063,15.8125808211938,57.53880103261,0,0,58.1953404941501
"Cre12.g508150.t1.2.v5.5",291.409525248411,2.43593722933582,166.076594196735,171.90068531906,76.5598922830596,0.852703839780082,40.666494413353,3654.66738303263
"Cre12.g508200.t1.2.v5.5",0,0.304492153666977,27.0873589465264,13.448844512871,27.5805823131519,0,0,0
"Cre12.g508233.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g508250.t1.1.v5.5",0,57.2445248893917,59.28135113707,105.308527943208,60.3919647201775,1.70540767956016,0,104.75161288947
"Cre12.g508300.t1.1.v5.5",0,0,0,0.652065188502836,0.47552728126124,0,0,0
"Cre12.g508302.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g508350.t1.2.v5.5",0,0,6.88285350280588,1.22262222844282,0,1.70540767956016,0,0
"Cre12.g508450.t1.1.v5.5",0,112.662096856781,4.66257817932011,6.4391437364655,0,0,0,0
"Cre12.g508500.t1.2.v5.5",359.370757285143,0.608984307333954,354.355941628329,255.28352129886,242.518913443232,478.366854116626,0,23.2781361976601
"Cre12.g508550.t1.1.v5.5",255.369477956205,5.78535091967256,94.1396737157966,52.9802965658554,43.2729825947728,0,0,0
"Cre12.g508642.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g508643.t1.1.v5.5",0,0,0,0.978097782754254,0,0,0,0
"Cre12.g508644.t1.1.v5.5",0,1.21796861466791,52.6205251666127,32.5217512765789,11.4126547502698,5.11622303868049,0,0
"Cre12.g508650.t1.1.v5.5",49.4263505721686,0,0.222027532348577,5.05350521089698,0.47552728126124,0.852703839780082,0,0
"Cre12.g508700.t1.2.v5.5",0,188.785135273526,28.863579205315,29.3429334826276,17.5945094066659,0,0,0
"Cre12.g508750.t1.2.v5.5",10.2971563692018,282.264226449288,595.699869291232,296.037595580287,2234.97822192783,843.324097542501,30.4998708100148,23.2781361976601
"Cre12.g508850.t1.1.v5.5",0,0,35.0803501110751,17.2797274953252,5.23080009387364,0,0,0
"Cre12.g508852.t1.1.v5.5",13.3863032799623,0,0,3.66786668532845,0,0,0,0
"Cre12.g508853.t1.1.v5.5",0,0,0,1.95619556550851,0,0,0,0
"Cre12.g508900.t1.2.v5.5",190.497392830233,80.6904207217489,71.2708378838932,48.6603646920241,21.874254938017,0.852703839780082,0,11.63906809883
"Cre12.g509000.t1.1.v5.5",1.02971563692018,43.2378858207107,63.499874251693,30.8915883053219,15.2168730003597,0,0,0
"Cre12.g509001.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g509050.t1.1.v5.5",0,0,24.2010010259949,46.5411528293899,88.9236015958519,124.494760607892,0,0
"Cre12.g509100.t1.2.v5.5",0,0,7.99299116454876,3.5863585367656,12.8392365940535,134.727206685253,0,0
"Cre12.g509150.t1.1.v5.5",151.368198627266,58.1580013503926,98.8022518951167,135.385034762901,144.084766222156,91.2393108564688,0,0
"Cre12.g509200.t1.2.v5.5",0,0,6.21677090576015,3.5863585367656,0,0,0,0
"Cre12.g509250.t1.1.v5.5",0,74.2960854947424,7.54893609985161,2.85278519969991,9.5105456252248,0,0,0
"Cre12.g509300.t1.2.v5.5",0,0,0.222027532348577,15.0790074841281,0,138.990725884153,10.1666236033383,11.63906809883
"Cre12.g509350.t1.2.v5.5",2.05943127384036,0,35.3023776434237,34.8854875849017,66.5738193765736,254.105744254465,0,11.63906809883
"Cre12.g509400.t1.2.v5.5",1.02971563692018,0.913476461000931,57.5051308782814,62.761274393398,12.3637093127922,0.852703839780082,0,0
"Cre12.g509450.t1.1.v5.5",0,0,10.2132664880345,1.05960593131711,0,0,0,0
"Cre12.g509450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g509500.t1.1.v5.5",4.11886254768072,0.304492153666977,16.8740924584918,5.78707854796267,0,1.70540767956016,0,0
"Cre12.g509550.t1.1.v5.5",4.11886254768072,0,35.7464327081209,24.6969690145449,46.6016735636015,0,1016.66236033383,0
"Cre12.g509600.t1.1.v5.5",0,0,0,2.60826075401134,9.98607290648604,0,0,0
"Cre12.g509650.t1.2.v5.5",1.02971563692018,249.683566006921,53.508635296007,104.493446457579,98.4341472210767,0,0,0
"Cre12.g509700.t1.1.v5.5",11.326872006122,47.8052681257154,43.2953688079725,32.9292920193932,0.47552728126124,0,1514.8269168974,0
"Cre12.g509750.t1.2.v5.5",0,221.061303562225,178.288108475907,93.3268301044684,109.371274690085,148.370468121734,20.3332472066765,0
"Cre12.g509800.t1.2.v5.5",0,0,11.9894867468231,46.4596446808271,17.1189821254046,0,0,0
"Cre12.g509850.t1.1.v5.5",210.061989931717,0.304492153666977,38.1887355639552,14.8344830384395,14.2658184378372,13.6432614364813,0,93.1125447906402
"Cre12.g509900.t1.1.v5.5",6.17829382152108,0,7.54893609985161,9.94399412466825,10.9371274690085,3.41081535912033,10.1666236033383,0
"Cre12.g509950.t1.1.v5.5",157.546492448788,0,55.5068830871442,77.2697248375861,12.3637093127922,0.852703839780082,0,0
"Cre12.g510000.t1.2.v5.5",1.02971563692018,117.83846346912,74.8232784014704,184.778972791991,196.868294442153,1.70540767956016,0,0
"Cre12.g510034.t1.1.v5.5",178.140805187191,0,19.9824779113719,19.2359230608337,0,3.41081535912033,0,0
"Cre12.g510050.t1.2.v5.5",1.02971563692018,128.191196693797,260.216267912532,141.253621459427,157.875057378732,68.2163071824066,0,23.2781361976601
"Cre12.g510100.t1.1.v5.5",0,90.1296774854252,51.954442569567,18.9913986151451,32.3358551257643,0,0,0
"Cre12.g510150.t1.2.v5.5",50.4560662090888,79.776944260748,74.1571958044247,61.2941277192666,23.3008367818008,132.169095165913,0,11.63906809883
"Cre12.g510200.t1.2.v5.5",0,0,17.9842301202347,15.8940889697566,23.3008367818008,0,0,0
"Cre12.g510250.t1.2.v5.5",128.714454615023,74.9050698020763,15.763954796749,14.9159911870024,54.2101100637814,0.852703839780082,0,11.63906809883
"Cre12.g510252.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre12.g510300.t1.1.v5.5",220.359146300918,0.304492153666977,61.9456815252529,43.68836762969,31.8603278445031,0.852703839780082,0,0
"Cre12.g510350.t1.1.v5.5",2.05943127384036,0,9.10312882629165,2.93429334826276,0,11.9378537569212,10.1666236033383,0
"Cre12.g510400.t1.1.v5.5",0,0.304492153666977,34.1922399816808,18.9913986151451,260.113422849898,218.292182983701,0,0
"Cre12.g510450.t1.2.v5.5",3378.49700473511,713.425116041727,740.017765317806,366.216111492905,1095.6148560259,3741.664448955,12748.9459985862,7961.12257959974
"Cre12.g510500.t1.1.v5.5",1.02971563692018,78.5589756460801,68.6065074957102,26.5716564314906,176.42062134792,0,0,11.63906809883
"Cre12.g510550.t1.2.v5.5",0,0.304492153666977,2.44230285583434,12.4707467301167,0,0.852703839780082,0,0
"Cre12.g510600.t1.2.v5.5",0,0,57.72715841063,50.1275113661555,10.9371274690085,11.0851499171411,10.1666236033383,0
"Cre12.g510650.t1.2.v5.5",629.15625415823,272.824969685611,368.787731230986,450.57704525546,874.49467023942,555.962903536614,40.666494413353,4027.11756219519
"Cre12.g510750.t1.1.v5.5",171.96251136567,0,32.1939921905436,5.86858669652552,22.8253095005395,0,0,0
"Cre12.g510751.t1.1.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre12.g510752.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g510800.t1.2.v5.5",1.02971563692018,0,27.0873589465264,25.4305423516106,53.7345827825201,4.26351919890041,0,0
"Cre12.g510850.t1.2.v5.5",0,0.608984307333954,37.5226529669095,28.7723764426876,19.4966185317108,0,0,0
"Cre12.g510900.t1.2.v5.5",204.913411747116,123.319322235126,84.5924898248078,30.6470638596333,105.091529158734,0,0,0
"Cre12.g510950.t1.2.v5.5",125.625307704262,0,55.5068830871442,29.2614253340648,73.2312013142309,0,0,0
"Cre12.g511000.t1.1.v5.5",0,0,0,5.3795378051484,0,0,0,0
"Cre12.g511050.t1.2.v5.5",153.427629901107,94.3925676367628,37.5226529669095,42.4657454012472,58.0143283138713,376.895097182796,10.1666236033383,11.63906809883
"Cre12.g511100.t1.1.v5.5",174.02194263951,208.881617415546,34.1922399816808,45.4000387495099,56.1122191888263,6.82163071824066,10.1666236033383,0
"Cre12.g511150.t1.2.v5.5",0,0,13.9877345379603,17.6057600895766,8.55949106270232,1.70540767956016,0,0
"Cre12.g511200.t1.2.v5.5",0,69.7287031897377,39.0768456933495,35.4560446248417,44.6995644385565,0.852703839780082,10.1666236033383,0
"Cre12.g511250.t1.2.v5.5",0,0,9.32515635864023,2.77127705113705,0,85.2703839780082,0,0
"Cre12.g511300.t1.1.v5.5",198.735117925595,98.3509656344335,4.88460571166869,7.25422522209405,35.1890188133318,0.852703839780082,0,0
"Cre12.g511350.t1.1.v5.5",178.140805187191,0,0.222027532348577,7.66176596490832,50.8814190949527,225.113813701942,0,0
"Cre12.g511400.t1.1.v5.5",0,0,21.536670637812,31.1361127510104,18.5455639691884,0,0,0
"Cre12.g511550.t1.2.v5.5",0,0,0,0.652065188502836,0,0.852703839780082,0,0
"Cre12.g511600.t1.1.v5.5",229.6265870332,2.74042938300279,13.3216519409146,25.4305423516106,48.0282554073852,0,0,0
"Cre12.g511640.t1.1.v5.5",153.427629901107,0,36.8565703698637,30.0765068196933,7.1329092189186,0,0,0
"Cre12.g511650.t1.1.v5.5",11.326872006122,11.5707018393451,60.3914887988129,69.444942575552,134.09869331567,80.1541609393277,0,0
"Cre12.g511700.t1.2.v5.5",0,0,15.3198997320518,15.5680563755052,0,0,0,0
"Cre12.g511750.t1.2.v5.5",0,0,12.8775968762175,13.6933689585596,34.2379642508093,0,0,0
"Cre12.g511800.t1.1.v5.5",0,0,3.33041298522865,11.9816978387396,4.7552728126124,0,0,1617.83046573737
"Cre12.g511850.t1.2.v5.5",436.599430054156,771.887609545787,289.301874650196,299.216413374239,249.17629538089,385.422135580597,10.1666236033383,11.63906809883
"Cre12.g511900.t1.2.v5.5",90.6149760489758,371.784919627379,388.770209142358,562.487733232259,815.529287363026,216.586775304141,0,4050.39569839285
"Cre12.g511902.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g511950.t1.2.v5.5",0,0,0.222027532348577,1.22262222844282,0,0,0,0
"Cre12.g511952.t1.1.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre12.g512000.t1.1.v5.5",743.45468985637,680.84445559936,320.829784243693,396.211110164036,360.925206477281,539.761530580792,0,0
"Cre12.g512050.t1.1.v5.5",0,0.304492153666977,1.99824779113719,16.8721867525109,0,0,0,0
"Cre12.g512100.t1.1.v5.5",0,0.608984307333954,19.5384228466748,46.6226609779528,17.1189821254046,0,10.1666236033383,0
"Cre12.g512200.t1.1.v5.5",7.20800945844126,0,26.6433038818292,11.0036000559854,73.7067285954922,0,0,0
"Cre12.g512202.t1.1.v5.5",0,0,0.222027532348577,0,0,0,0,0
"Cre12.g512250.t1.1.v5.5",128.714454615023,0,3.77446804992581,5.21652150802269,11.888182031531,0.852703839780082,0,0
"Cre12.g512300.t1.2.v5.5",223.448293211679,2.74042938300279,87.4788477453393,71.8086788838748,45.1750917198178,2.55811151934025,0,0
"Cre12.g512350.t1.2.v5.5",0,0,0.222027532348577,2.77127705113705,0.47552728126124,0,10.1666236033383,34.9172042964901
"Cre12.g512400.t1.1.v5.5",0,0,13.099624408566,17.1982193467623,88.4480743145906,120.231241408992,0,0
"Cre12.g512450.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512500.t1.1.v5.5",501.471515180128,132.758578998802,52.1764701019155,20.3770371407136,30.4337460007194,0,0,0
"Cre12.g512550.t1.2.v5.5",0,0,37.9667080316066,14.6714667413138,11.888182031531,0,0,0
"Cre12.g512600.t1.2.v5.5",16654.620711547,6704.91722374683,6483.87002717549,4108.74426090493,8040.21527156504,30668.3463015304,91936.7772449878,92227.9756151292
"Cre12.g512650.t1.1.v5.5",0,0,0,9.04740449047685,6.65738193765736,59.6892687846058,0,34.9172042964901
"Cre12.g512700.t1.2.v5.5",0,0,73.7131407397275,34.9669957334646,6.65738193765736,0,0,0
"Cre12.g512750.t1.1.v5.5",0,0,0,0,0,0,1667.32627094747,0
"Cre12.g512750.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512788.t1.2.v5.5",0,0,0.222027532348577,0,0,0,0,0
"Cre12.g512790.t1.1.v5.5",0,0,0.222027532348577,0,0,0,0,0
"Cre12.g512850.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512950.t1.2.v5.5",0,0,0,0.896589634191399,9.98607290648604,0,0,11.63906809883
"Cre12.g513000.t1.1.v5.5",0,97.1329970197656,69.4946176251045,30.9730964538847,0,0.852703839780082,0,0
"Cre12.g513100.t1.2.v5.5",1.02971563692018,0,0,1.7931792683828,0.47552728126124,0,0,0
"Cre12.g513150.t1.2.v5.5",180.200236461031,336.46382980201,66.3862321722245,35.0485038820274,31.8603278445031,168.835360276456,0,0
"Cre12.g513200.t1.2.v5.5",1174.90554172593,534.688221839211,349.47133591666,713.114791776414,693.794303360149,1053.0892421284,20.3332472066765,640.148745435652
"Cre12.g513254.t1.2.v5.5",60.7532225782906,83.4308501047517,93.0295360540537,66.4291410787264,12.8392365940535,481.777669475747,0,0
"Cre12.g513300.t1.2.v5.5",0,0.913476461000931,47.5138919225954,13.8563852556853,28.0561095944132,0,1809.65900139421,0
"Cre12.g513350.t1.1.v5.5",4.11886254768072,77.0365148777452,104.796995268528,106.775674617339,140.756075253327,0,1758.82588337752,69.8344085929802
"Cre12.g513400.t1.1.v5.5",8.23772509536144,0.608984307333954,11.9894867468231,4.15691557670558,0.47552728126124,6.82163071824066,0,0
"Cre12.g513450.t1.2.v5.5",129.744170251943,86.7802637950884,65.4981220428302,30.7285720081961,38.0421825008992,0,0,0
"Cre12.g513500.t1.2.v5.5",0,174.474004051178,52.6205251666127,68.3853366442349,38.5177097821604,121.936649088552,0,34.9172042964901
"Cre12.g513550.t1.2.v5.5",0,38.6705035157061,46.181726728504,9.86248597610539,0,110.851499171411,1077.66210195385,2770.09820752155
"Cre12.g513600.t1.2.v5.5",105.030994965858,164.425762980168,103.242802542088,137.830279219787,119.357347596571,0,91.4996124300443,0
"Cre12.g513650.t1.2.v5.5",0,0,0,3.83088298245416,5.23080009387364,0,0,0
"Cre12.g513700.t1.1.v5.5",0,0,7.77096363220019,3.01580149682562,0,4.26351919890041,0,0
"Cre12.g513701.t1.2.v5.5",1.02971563692018,0,21.9807257025091,15.8125808211938,2.85316368756744,0,0,0
"Cre12.g513750.t1.1.v5.5",1.02971563692018,2.74042938300279,61.0575713958586,16.6276623068223,10.4616001877473,276.276044088747,1026.82898393716,0
"Cre12.g513800.t1.2.v5.5",0,67.9017502677359,0,3.34183409107703,0,0,0,0
"Cre12.g513852.t1.1.v5.5",1.02971563692018,57.8535091967256,20.4265329760691,78.7368715117174,0.47552728126124,0.852703839780082,10.1666236033383,11.63906809883
"Cre12.g513900.t1.1.v5.5",0,0.304492153666977,0,7.66176596490832,0.47552728126124,0,0,0
"Cre12.g513950.t1.2.v5.5",0,0,9.99123895568596,16.9536949010737,66.5738193765736,3.41081535912033,0,0
"Cre12.g514000.t1.2.v5.5",11.326872006122,174.778496204845,4.88460571166869,12.9597956214939,23.3008367818008,0,0,0
"Cre12.g514050.t1.2.v5.5",486.025780626325,498.758147706508,244.674340648132,570.067991048604,194.490658035847,139.843429723933,20.3332472066765,174.58602148245
"Cre12.g514100.t1.1.v5.5",187.408245919473,0,4.21852311462296,17.7687763867023,39.4687643446829,149.223171961514,0,11.63906809883
"Cre12.g514200.t1.2.v5.5",0,8.52578030267535,11.545431682126,3.74937483389131,0,0,0,0
"Cre12.g514250.t1.2.v5.5",4.11886254768072,4.56738230500465,16.8740924584918,42.1397128069958,11.4126547502698,5.96892687846058,40.666494413353,162.94695338362
"Cre12.g514300.t1.2.v5.5",176.081373913351,0,96.1379215069338,21.844183814845,0,18.7594844751618,0,4015.47849409636
"Cre12.g514350.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g514400.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g514400.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g514450.t1.2.v5.5",0,251.510518928923,79.9299116454876,86.9691945165657,59.440910157655,3.41081535912033,0,0
"Cre12.g514500.t1.2.v5.5",19807.6099917966,7861.37842337401,6742.75412989393,4264.01728391717,8067.7958538782,27408.4595220512,66022.0536800786,69229.177051841
"Cre12.g514550.t1.1.v5.5",2.05943127384036,77.0365148777452,110.347683577243,115.497046513565,57.53880103261,5.96892687846058,20.3332472066765,0
"Cre12.g514600.t1.1.v5.5",0,0.304492153666977,12.6555693438689,31.8696860880761,3.32869096882868,0,0,0
"Cre12.g514650.t1.2.v5.5",1.02971563692018,57.8535091967256,17.7622025878861,21.4366430720307,15.2168730003597,88.6811993371286,0,0
"Cre12.g514700.t1.2.v5.5",0,173.560527590177,6.21677090576015,7.41724151921976,30.4337460007194,0,0,0
"Cre12.g514750.t1.2.v5.5",157.546492448788,102.309363632104,87.0347926806421,76.9436922433346,76.5598922830596,92.0920146962489,0,3805.97526831742
"Cre12.g514800.t1.1.v5.5",0,119.969908544789,31.5279095934979,9.86248597610539,0,0,0,0
"Cre12.g514850.t1.2.v5.5",0,81.9083893364168,217.809009233954,645.870569212059,165.00796659765,68.2163071824066,30.4998708100148,174.58602148245
"Cre12.g514900.t1.2.v5.5",0,77.9499913387461,80.3739667101848,41.8951883613072,36.6156006571155,0,0,0
"Cre12.g514950.t1.1.v5.5",0,56.3310484283907,39.0768456933495,26.0010993915506,0.95105456252248,104.02986845317,10.1666236033383,11.63906809883
"Cre12.g515000.t1.1.v5.5",3.08914691076054,10.9617175320112,1.99824779113719,6.03160299365123,34.2379642508093,0.852703839780082,0,0
"Cre12.g515050.t1.1.v5.5",205.943127384036,0,7.99299116454876,17.2797274953252,36.1400733758542,23.0230036740622,60.9997416200295,0
